Gene_id	A1	B1	A2	B2	length
G02281	170	365	590	80	891
G02282	28	76	113	16	2184
G02283	12	30	45	3	6348
G02284	2400	2798	7799	916	807
G02285	1386	1610	2956	1129	525
G02286	186	392	1451	98	1065
G02287	618	611	2860	256	1302
G02288	979	1208	3718	503	3351
G02289	826	839	2444	443	606
G02290	694	730	2432	238	1947
G02291	2970	3302	12895	649	321
G02292	17766	19800	67818	5663	672
G02293	919	1664	2072	444	1794
G02294	208	123	1106	44	2466
G02295	322	1029	1143	210	1653
G02296	538	900	1977	174	1395
G02297	19	113	81	29	3294
G02298	7072	11775	26981	1940	1764
G02299	6	19	11	3	1014
G02300	4816	4227	11107	957	216
G02301	650	968	1797	268	2172
G02302	19	27	83	6	807
G02303	41	77	193	17	960
G02304	958	883	1971	341	1191
G02305	205	246	509	83	558
G02306	345	413	1247	91	1839
G02307	0	0	0	0	252
G02308	0	7	0	0	636
G02309	1	4	8	2	1806
G02310	13	31	48	20	2271
G02311	0	1	0	0	768
G02312	0	1	1	1	318
G02313	1	1	0	1	222
G02314	61	225	173	19	1536
G02315	2	5	10	0	270
G02316	207	415	745	111	987
G02317	208	299	733	242	474
G02318	8652	8125	45984	2338	4578
G02319	690	1620	1947	336	1362
G02320	3253	3611	5122	1230	834
G02321	153	299	250	43	1434
G02322	268	467	619	86	924
G02323	172	401	454	93	1554
G02324	662	1010	1745	330	2145
G02325	1334	1170	3926	479	936
G02326	1109	1729	3883	660	2868
G02327	0	2	4	3	570
G02328	5	5	6	4	330
G02329	1	0	1	0	831
G02330	25	52	71	32	1329
G02331	668	1292	1408	251	1872
G02332	655	931	959	154	1635
G02333	3904	6928	9098	1544	1407
G02334	454	356	909	178	1158
G02335	160	304	486	76	1692
G02336	8	11	19	5	183
G02337	2211	2955	4292	1192	744
G02338	605	849	1825	203	1437
G02339	1	4	11	0	1932
G02340	258	230	1297	87	960
G02341	454	377	1783	145	1509
G02342	294	396	632	104	393
G02343	1193	961	3730	491	654
G02344	745	816	1896	757	1314
G02345	2408	4516	7392	1158	1662
G02346	3269	2978	10985	1446	2379
G02347	432	526	1326	131	1281
G02348	210	243	793	129	714
G02349	1159	1258	4064	620	1161
G02350	250	339	824	105	1389
G02351	1128	1835	2616	508	1068
G02352	399	690	1101	93	1572
G02353	2263	1545	11071	858	873
G02354	1	1	1	0	360
G02355	110	99	611	49	1818
G02356	143	183	476	52	519
G02357	3103	3084	15820	1325	2094
G02358	0	3	1	2	306
G02359	62	72	385	57	984
G02360	535	911	2122	235	1296
G02361	11077	18912	39371	3124	1986
G02362	546	1491	1140	299	2268
G02363	1390	1902	5641	609	3882
G02364	3288	2791	17757	1121	3147
G02365	20	63	48	5	222
G02366	3870	3957	30261	1124	798
G02367	162	213	399	64	1617
G02368	4304	7300	28438	1894	3528
G02369	249	387	801	80	1635
G02370	12087	7710	39584	5633	462
G02371	11404	9335	43396	4804	336
G02372	632	735	1955	205	1014
G02373	621	1431	1619	317	1107
G02374	4	5	3	1	357
G02375	1101	1259	4602	359	2565
G02376	713	1348	1768	319	3636
G02377	100	273	375	91	1707
G02378	634	1176	1453	788	810
G02379	3	4	21	1	189
G02380	1314	1265	6397	600	3498
G02381	1	7	4	1	2085
G02382	475	608	1321	148	942
G02383	21	57	65	7	948
G02384	672	1212	1601	242	1068
G02385	209	300	564	81	951
G02386	187	269	680	152	1467
G02387	3054	4704	8700	984	7155
G02388	363	789	916	209	1086
G02389	2002	2616	6465	574	1416
G02390	3815	4920	15371	1057	639
G02391	172	234	661	89	981
G02392	4037	5837	10634	1886	3666
G02393	793	818	2388	341	1344
G02394	2528	3078	7129	719	2157
G02395	236	277	909	157	567
G02396	577	1289	1864	191	1530
G02397	11632	24386	39207	6135	804
G02398	2944	2845	14939	1168	1431
G02399	9	30	74	14	291
G02400	75	101	230	24	1836
G02401	1761	4695	10102	1591	1194
G02402	526	530	1607	210	1416
G02403	12042	9620	44668	4517	453
G02404	789	674	3185	210	1308
G02405	1161	2023	3758	469	3954
G02406	521	716	1047	206	1881
G02407	84	111	330	36	1017
G02408	8432	11219	31066	1976	432
G02409	1382	1418	4039	541	513
G02410	2801	3886	26163	969	909
G02411	383	397	1703	238	1407
G02412	259	285	527	211	642
G02413	973	1248	2616	204	1482
G02414	12	31	49	13	1689
G02415	236	617	649	128	171
G02416	3689	3778	12383	1454	2214
G02417	3119	3633	8634	1036	729
G02418	4516	5095	17220	1900	2568
G02419	1969	2672	7149	670	1914
G02420	0	0	1	0	195
G02421	784	613	2134	265	1527
G02422	110	94	223	39	873
G02423	4661	6519	21368	2298	1167
G02424	30	40	117	17	669
G02425	5	0	7	0	252
G02426	2227	3890	7037	948	2001
G02427	79	145	268	42	1134
G02428	147	202	552	56	1131
G02429	42	82	144	9	1551
G02430	1479	2049	3987	402	4389
G02431	641	761	2274	212	1575
G02432	3270	3390	14691	1348	1698
G02433	25	81	102	16	1029
G02434	1300	1948	5426	522	1227
G02435	51	16	146	7	204
G02436	768	464	3328	130	2322
G02437	487	736	1266	319	909
G02438	1925	2238	6370	866	1476
G02439	612	918	1685	293	3621
G02440	26	63	117	27	1056
G02441	8	29	35	2	975
G02442	559	663	1267	183	2178
G02443	694	559	2386	278	654
G02444	1073	2315	2980	458	2529
G02445	189	440	520	80	1347
G02446	237	264	824	63	1509
G02447	567	980	1551	182	2220
G02448	181	724	450	118	1947
G02449	716	1604	4205	451	1674
G02450	1352	1578	4760	929	885
G02451	131	205	754	54	567
G02452	96	145	184	27	2496
G02453	775	805	2308	318	1056
G02454	447	645	1512	197	549
G02455	630	1152	1837	215	2163
G02456	478	562	1567	136	1689
G02457	1769	1894	6038	509	1596
G02458	1660	2555	3100	2228	864
G02459	13	67	60	7	819
G02460	3907	3468	9956	2606	477
G02461	55	97	157	21	1695
G02462	128	216	459	53	1845
G02463	151	156	472	89	816
G02464	545	677	1193	192	603
G02465	1823	1442	6654	641	3540
G02466	534	664	723	178	801
G02467	551	549	2004	114	1662
G02468	1329	1402	4834	339	654
G02469	5484	5576	16131	1821	1407
G02470	44	36	88	15	513
G02471	572	547	1710	227	2115
G02472	681	835	1857	225	2139
G02473	635	630	1881	237	1416
G02474	1560	2288	4250	440	2775
G02475	20	48	75	3	1497
G02476	266	302	832	68	1131
G02477	202	277	389	123	1407
G02478	227	399	420	116	1155
G02479	1631	1632	1121	395	2334
G02480	64	196	158	28	7281
G02481	1	2	2	0	381
G02482	990	675	5373	338	741
G02483	1266	1248	2909	431	1848
G02484	541	699	1618	173	2727
G02485	140	268	547	47	1344
G02486	328	516	987	138	375
G02487	800	1424	2409	478	747
G02488	58	105	193	17	1263
G02489	88	89	447	27	1905
G02490	8	22	142	7	1575
G02491	623	517	3957	177	1077
G02492	95	202	172	47	1245
G02493	726	784	2085	196	2676
G02494	1999	1863	5715	813	753
G02495	734	905	2627	217	1575
G02496	602	901	1088	111	3177
G02497	233	526	548	131	1260
G02498	1852	1652	6879	934	918
G02499	117	141	197	51	1335
G02500	940	2493	2976	378	2151
G02501	278	406	584	90	876
G02502	2143	1373	14697	640	1953
G02503	7113	14084	18972	2911	1683
G02504	3	6	10	1	426
G02505	2109	1384	7271	574	1038
G02506	455	570	1847	263	426
G02507	812	702	2536	238	1158
G02508	436	767	579	116	1038
G02509	39	49	40	6	1824
G02510	0	5	4	1	1590
G02511	601	495	696	164	888
G02512	3	21	10	0	1968
G02513	0	3	0	0	1815
G02514	0	3	1	0	309
G02515	164	255	670	82	1176
G02516	885	789	2468	566	594
G02517	471	804	862	122	2754
G02518	110	181	349	50	1929
G02519	416	471	1212	146	681
G02520	596	482	1158	490	591
G02521	783	798	2217	270	1458
G02522	580	927	1985	293	1209
G02523	525	703	2120	192	2706
G02524	3776	6524	7925	1163	3327
G02525	1847	2182	6435	583	1632
G02526	1183	1493	3057	394	2931
G02527	55	100	142	18	531
G02528	1577	2337	3930	386	1275
G02529	750	1270	1388	264	753
G02530	241	658	812	121	534
G02531	1249	911	6936	263	3813
G02532	188	268	392	67	1002
G02533	2556	2568	7137	907	2604
G02534	36250	37738	155492	11896	1179
G02535	1049	1206	2296	538	528
G02536	68	102	138	30	1983
G02537	171	243	447	74	726
G02538	12	4	28	2	225
G02539	596	1788	2057	373	1305
G02540	143	162	757	128	351
G02541	297	421	1634	137	1317
G02542	2065	2603	8778	512	1452
G02543	405	666	1239	124	1887
G02544	1244	2393	3704	637	2529
G02545	10	17	21	34	432
G02546	616	676	1794	172	2100
G02547	444	542	1496	174	318
G02548	888	1090	2347	273	1713
G02549	3	5	8	1	303
G02550	863	1022	2198	376	1170
G02551	854	1390	2653	337	1956
G02552	416	698	1144	175	1479
G02553	87	453	171	67	900
G02554	383	436	1347	229	747
G02555	324	591	922	107	1605
G02556	461	296	2357	151	1089
G02557	332	264	858	128	720
G02558	309	492	1172	89	2592
G02559	2700	2038	14568	699	14778
G02560	264	350	699	174	1239
G02561	51	43	130	33	1026
G02562	1069	1335	4554	466	984
G02563	510	520	1424	121	342
G02564	738	1599	2531	278	1473
G02565	659	816	1786	279	2565
G02566	1152	1483	3296	379	3258
G02567	971	988	2835	212	696
G02568	264	313	800	106	1068
G02569	441	654	1040	83	681
G02570	4	16	52	2	1794
G02571	192	504	561	110	1575
G02572	136	326	485	46	1263
G02573	114	124	333	37	825
G02574	484	739	1491	191	1932
G02575	0	3	2	0	450
G02576	3	19	9	3	804
G02577	1154	1542	4132	364	3156
G02578	323	343	1118	88	843
G02579	494	758	1365	165	2496
G02580	403	442	1541	292	873
G02581	6772	7621	21561	1432	684
G02582	1151	2070	4171	556	3147
G02583	212	164	828	42	396
G02584	1572	1811	4486	483	2751
G02585	276	392	1112	97	1338
G02586	733	1057	2301	277	1065
G02587	835	1263	1636	426	453
G02588	975	1996	3168	434	1464
G02589	319	729	799	178	1383
G02590	276	4527	914	100	1998
G02591	31	383	87	61	1647
G02592	27	54	58	14	1044
G02593	542	748	1556	241	3138
G02594	565	816	1666	223	1935
G02595	228	423	577	65	1038
G02596	90	130	540	38	1707
G02597	2150	2255	5948	1352	870
G02598	268	464	701	66	2448
G02599	696	771	2204	248	1206
G02600	187	385	481	48	1794
G02601	464	755	3137	432	2100
G02602	805	1340	2135	327	1614
G02603	131	1752	268	318	459
G02604	33	104	69	25	1257
G02605	113	935	275	389	1038
G02606	0	0	0	0	198
G02607	0	1	5	2	558
G02608	0	0	1	0	447
G02609	5	24	21	3	1866
G02610	63	622	35	128	1260
G02611	2	6	0	1	666
G02612	0	3	1	0	1527
G02613	9	29	9	2	816
G02614	0	2	1	0	468
G02615	1	2	3	3	999
G02616	277	666	1869	144	2841
G02617	19	90	34	12	1521
G02618	6	7	21	3	579
G02619	6	11	22	3	570
G02620	0	6	3	0	1083
G02621	9	38	11	10	1572
G02622	1016	2526	1135	443	1644
G02623	777	1017	2020	415	2052
G02624	1003	1111	3542	309	879
G02625	1519	1064	8567	543	2412
G02626	562	295	2370	152	1608
G02627	1815	1644	6128	1637	816
G02628	1350	1739	4362	425	2190
G02629	1097	1118	3294	315	2859
G02630	382	471	910	270	1131
G02631	1303	1504	3065	290	6831
G02632	84	153	210	24	336
G02633	778	799	2587	500	1146
G02634	248	333	780	103	1263
G02635	5059	5500	13597	1844	3792
G02636	279	328	1106	82	459
G02637	3083	3776	8600	875	393
G02638	1703	3563	5306	591	276
G02639	300	301	965	92	915
G02640	8	12	9	2	849
G02641	1277	1224	2893	231	1557
G02642	1697	1546	6536	383	753
G02643	4	6	11	0	960
G02644	685	391	3569	125	867
G02645	872	1203	2566	388	1206
G02646	353	544	864	83	486
G02647	430	475	1463	165	1179
G02648	384	1119	1046	290	1818
G02649	8011	10843	16022	2598	708
G02650	879	716	2694	374	783
G02651	526	404	2085	161	1173
G02652	2453	3309	6960	893	2355
G02653	3	10	30	8	636
G02654	529	1046	1644	276	2064
G02655	467	567	1373	312	825
G02656	590	1259	1553	142	411
G02657	0	3	1	0	219
G02658	84	141	80	27	1677
G02659	322	425	728	201	648
G02660	185	205	409	77	972
G02661	714	1059	1835	202	2133
G02662	2592	4016	8832	920	1521
G02663	4302	12553	16449	2838	2208
G02664	755	1265	1843	238	2052
G02665	4	13	17	2	546
G02666	455	800	1050	253	1098
G02667	0	1	2	0	765
G02668	3998	4250	15189	1126	4566
G02669	3499	18703	4519	6674	1362
G02670	90	62	155	51	1644
G02671	609	1240	1687	280	1335
G02672	765	991	2387	340	456
G02673	121	87	299	51	471
G02674	263	236	780	118	942
G02675	142	97	446	113	624
G02676	233	528	545	117	3603
G02677	1029	1180	3158	314	2301
G02678	457	390	1467	100	957
G02679	56	160	143	18	1545
G02680	606	1076	1715	385	1536
G02681	418	621	1422	188	3135
G02682	93	106	261	129	501
G02683	8133	15028	21670	3875	5271
G02684	6649	12657	17060	2941	5547
G02685	3336	4984	11917	1523	4137
G02686	628	1581	3202	543	1416
G02687	546	1594	1890	335	855
G02688	397	649	1673	125	2520
G02689	1714	3931	4816	751	3018
G02690	257	582	1217	232	1449
G02691	921	1110	3359	492	1773
G02692	1092	1587	2652	367	9573
G02693	29151	50002	122397	10649	2520
G02694	798	894	3081	382	2235
G02695	34	63	134	32	687
G02696	70	186	213	20	1188
G02697	2675	1478	14659	881	3549
G02698	273	409	967	131	942
G02699	181	646	801	96	246
G02700	338	834	780	214	1344
G02701	2	17	8	0	1548
G02702	73	323	191	33	1938
G02703	14	69	60	8	1851
G02704	949	3587	2128	463	1581
G02705	344	376	1317	102	2649
G02706	144	191	378	125	1089
G02707	0	4	2	0	1212
G02708	3235	2930	19090	1613	1305
G02709	115	158	210	52	474
G02710	4570	7071	14965	1543	1413
G02711	457	462	2798	126	1245
G02712	709	824	2295	276	1260
G02713	316	474	933	178	3009
G02714	800	561	2917	192	2001
G02715	1809	1522	10494	581	1266
G02716	58	191	145	22	1068
G02717	3220	4233	10179	1210	3741
G02718	10	13	15	4	378
G02719	0	1	3	0	756
G02720	455	1478	928	684	1071
G02721	1480	1318	4538	532	909
G02722	984	1834	3539	448	4479
G02723	0	2	3	0	327
G02724	1564	4179	4197	859	2124
G02725	1468	3292	4107	332	429
G02726	288	703	600	208	1449
G02727	521	930	1418	375	2523
G02728	357	538	1559	113	1341
G02729	209	172	779	93	744
G02730	0	17	4	6	516
G02731	67	340	176	59	489
G02732	19	40	54	7	1062
G02733	678	627	1556	151	1302
G02734	403	754	1068	215	1758
G02735	557	438	3179	149	1950
G02736	34	108	154	18	1557
G02737	365	486	1645	263	1164
G02738	570	794	2743	251	1956
G02739	30	73	83	27	1887
G02740	3081	3495	16772	959	2004
G02741	63	189	134	28	1026
G02742	929	754	2177	365	738
G02743	2567	2149	8187	689	3600
G02744	807	735	3621	218	1698
G02745	319	699	750	111	1656
G02746	610	1266	1912	242	2091
G02747	1	16	1	0	1557
G02748	2459	3613	9291	1027	5085
G02749	62	85	145	45	666
G02750	49	112	150	13	1287
G02751	990	1560	2849	433	1911
G02752	3	3	17	0	720
G02753	509	572	2018	109	4932
G02754	1111	1201	3100	187	639
G02755	223	583	684	99	2013
G02756	2624	3379	7487	737	1929
G02757	448	584	1915	307	1008
G02758	320	465	784	89	1728
G02759	473	566	1238	170	2544
G02760	242	373	740	68	744
G02761	965	902	3708	348	2880
G02762	1541	1336	7335	531	1848
G02763	785	794	4302	401	2310
G02764	51	103	123	19	1713
G02765	12	17	9	3	432
G02766	29	56	75	18	705
G02767	5	4	19	4	552
G02768	0	6	2	0	375
G02769	366	452	1046	193	507
G02770	31	42	41	10	1401
G02771	42	223	277	120	1959
G02772	828	1085	1935	443	675
G02773	63	99	119	63	576
G02774	166	229	495	197	903
G02775	0	2	1	0	1362
G02776	10	27	35	7	1743
G02777	19	151	56	39	1101
G02778	29	50	54	30	1497
G02779	138	210	136	38	1128
G02780	5	13	25	4	1125
G02781	266	327	1465	318	846
G02782	3	14	19	6	1479
G02783	1	1	11	1	1422
G02784	490	1874	3072	2257	1521
G02785	1270	2738	2960	401	3627
G02786	0	7	1	0	1914
G02787	13	54	57	12	819
G02788	15	104	58	7	873
G02789	0	0	1	1	498
G02790	7	13	17	5	1389
G02791	1139	1600	4434	510	1599
G02792	1051	1136	3544	501	2022
G02793	1242	1439	4606	654	1593
G02794	407	688	1312	384	1926
G02795	22	28	45	5	1362
G02796	622	447	4195	394	846
G02797	0	9	32	3	1155
G02798	2	9	28	1	1038
G02799	57	53	272	21	861
G02800	4241	3886	23913	1182	1758
G02801	3760	4942	7674	886	1173
G02802	454	881	1076	157	1368
G02803	337	451	937	198	1014
G02804	2173	2476	5563	811	2754
G02805	549	646	1670	152	1107
G02806	769	704	2190	278	4899
G02807	201	270	875	184	1308
G02808	4	24	21	5	975
G02809	514	4295	3434	1448	1725
G02810	302	510	1006	165	2136
G02811	5	21	37	1	603
G02812	67	228	376	192	3582
G02813	316	535	1086	153	1578
G02814	2177	1617	10362	800	1719
G02815	238	574	551	87	789
G02816	0	0	0	0	699
G02817	1	3	7	2	1818
G02818	70	143	252	89	867
G02819	70	167	175	33	768
G02820	14	64	36	10	657
G02821	503	596	1482	207	1461
G02822	80	108	215	29	654
G02823	369	392	1038	289	1530
G02824	2619	2172	7172	1226	321
G02825	543	589	1689	224	1389
G02826	2234	3047	8407	874	3087
G02827	51	130	264	66	1104
G02828	345	379	981	90	1716
G02829	210	286	1210	99	2253
G02830	1041	912	3972	457	816
G02831	5054	5368	14694	1338	1452
G02832	100	140	317	40	1026
G02833	1677	2628	6129	746	1356
G02834	150	377	573	123	2850
G02835	5463	8481	13303	1866	6177
G02836	75	84	189	21	1899
G02837	1431	1280	5430	712	1239
G02838	28	87	172	17	1404
G02839	1235	1597	3303	416	3714
G02840	213	271	839	45	1155
G02841	1247	1261	3924	827	843
G02842	363	344	971	143	528
G02843	0	2	0	0	450
G02844	180	240	1118	48	2256
G02845	12	51	65	2	1839
G02846	20	37	175	17	1389
G02847	7	6	8	2	327
G02848	64	46	473	17	4500
G02849	15	42	103	17	1680
G02850	7	28	11	4	1545
G02851	77	92	195	24	1971
G02852	670	568	3957	177	243
G02853	1362	1793	3903	666	2088
G02854	1320	1150	4444	560	1008
G02855	351	543	1212	101	942
G02856	305	657	1021	386	2919
G02857	210	186	730	102	276
G02858	516	611	1401	133	2553
G02859	172	246	665	95	1560
G02860	54	128	385	30	2379
G02861	12	13	15	1	1023
G02862	6	23	11	1	1182
G02863	0	3	0	1	570
G02864	3	7	13	0	891
G02865	270	440	1721	108	411
G02866	3	7	13	0	1302
G02867	0	2	7	0	1581
G02868	0	1	0	0	711
G02869	2	40	22	0	1599
G02870	0	0	0	0	210
G02871	21	55	23	3	870
G02872	1217	2358	2179	433	1842
G02873	23	121	93	24	693
G02874	205	324	871	116	1344
G02875	2	12	16	6	417
G02876	8	54	34	10	1545
G02877	10	48	23	63	810
G02878	3722	7312	3838	1475	801
G02879	33	71	132	35	1041
G02880	2	9	11	2	831
G02881	10	21	16	3	1359
G02882	33	40	119	21	1431
G02883	2697	4219	4970	876	1689
G02884	1200	869	3962	599	249
G02885	960	1076	3206	558	507
G02886	113	233	351	48	1899
G02887	0	1	7	0	1266
G02888	300	592	1258	143	2973
G02889	541	849	1455	246	2139
G02890	483	674	1235	203	600
G02891	567	823	1828	164	624
G02892	1829	2143	3683	597	987
G02893	1887	2218	7093	966	4593
G02894	533	444	2349	230	948
G02895	4350	4321	12670	1124	4131
G02896	277	510	816	110	2865
G02897	125	189	381	44	1104
G02898	558	479	2532	476	1119
G02899	54	283	216	51	2535
G02900	1684	1969	3841	1092	1416
G02901	74	97	126	12	870
G02902	340	574	1032	135	336
G02903	26	46	32	8	405
G02904	1166	1769	2437	492	1878
G02905	705	1087	1199	400	954
G02906	0	1	0	0	1104
G02907	135	219	324	47	1797
G02908	1	7	8	1	930
G02909	772	1072	2223	261	2481
G02910	4653	7518	16147	1864	3087
G02911	481	908	1326	210	1305
G02912	410	636	1468	112	1758
G02913	220	311	532	102	909
G02914	592	1286	1776	333	576
G02915	125	399	217	104	483
G02916	485	751	1136	166	1020
G02917	351	7918	1068	261	1404
G02918	1239	2216	3817	716	2415
G02919	325	881	394	493	921
G02920	288	432	622	266	825
G02921	2279	3108	6958	699	3129
G02922	1514	2050	4512	567	873
G02923	28	81	114	19	2256
G02924	70	227	239	54	1173
G02925	154	176	322	48	1185
G02926	801	1023	2983	460	1341
G02927	438	589	1847	175	1035
G02928	0	0	1	0	168
G02929	39	56	87	13	1062
G02930	3165	3682	12636	1330	1338
G02931	112	567	866	578	1287
G02932	463	820	1023	223	1038
G02933	1097	1588	6504	417	2769
G02934	329	185	1524	153	963
G02935	0	1	3	0	456
G02936	211	244	775	47	2112
G02937	4281	5847	16597	1472	1914
G02938	3171	2852	13450	960	1701
G02939	532	829	1708	212	2139
G02940	2469	1739	13926	594	5469
G02941	603	330	2759	256	1014
G02942	2009	3014	8011	868	1464
G02943	114	291	371	61	1068
G02944	1787	1758	5220	468	3642
G02945	3022	3604	13571	1075	1659
G02946	210	247	632	63	1908
G02947	2	6	19	1	660
G02948	640	838	2213	196	786
G02949	31	62	94	20	843
G02950	330	396	1355	131	4035
G02951	457	502	2121	221	1911
G02952	693	1082	2245	188	2067
G02953	1336	1105	5967	459	1827
G02954	210	352	580	82	444
G02955	7	14	34	8	309
G02956	283	458	1204	161	684
G02957	259	291	861	127	1311
G02958	0	1	0	0	378
G02959	4006	5317	9915	1122	2421
G02960	3710	5964	10359	1422	3756
G02961	383	455	1360	124	1005
G02962	521	544	2645	352	2307
G02963	259	240	1031	46	1791
G02964	604	438	2630	157	1263
G02965	91	184	134	31	1965
G02966	92	129	159	24	1956
G02967	48	106	126	12	1476
G02968	120	189	315	62	1455
G02969	203	236	856	55	498
G02970	54	75	160	72	495
G02971	399	179	2221	162	1581
G02972	3750	5220	16555	965	396
G02973	445	553	1927	214	1140
G02974	197	145	409	107	756
G02975	1776	1890	11735	471	1485
G02976	208	179	462	57	624
G02977	3519	5121	5348	597	8742
G02978	223	252	196	29	603
G02979	0	0	1	0	336
G02980	626	722	1583	198	4176
G02981	223	311	443	173	933
G02982	1817	2323	4418	861	1647
G02983	1025	984	3418	311	1575
G02984	1180	1870	2877	428	558
G02985	785	1475	1490	368	2028
G02986	14376	11278	70548	2912	3306
G02987	1074	611	6477	244	465
G02988	2	4	34	3	1188
G02989	308	303	738	160	591
G02990	11	23	29	7	939
G02991	1	3	2	0	1095
G02992	1	12	0	1	1221
G02993	3	8	13	0	450
G02994	765	1137	2249	245	3318
G02995	17	50	78	9	1197
G02996	298	607	795	68	2307
G02997	65	113	129	50	1314
G02998	141	220	344	53	3054
G02999	164	150	536	55	1776
G03000	383	607	1490	157	1902
G03001	1269	1508	3760	502	2229
G03002	367	391	1298	219	1443
G03003	165	268	565	57	1257
G03004	192	295	682	82	1317
G03005	55	101	225	34	1608
G03006	203	216	881	145	1461
G03007	2280	2095	7662	716	2115
G03008	1011	900	5039	383	1599
G03009	448	313	2144	194	1260
G03010	322	598	732	146	1185
G03011	925	1000	3115	352	2913
G03012	132	189	873	74	1323
G03013	398	398	1584	108	987
G03014	419	694	1147	149	2820
G03015	5875	6531	23190	2333	1281
G03016	62	88	122	15	903
G03017	969	1355	2885	312	2412
G03018	2001	2119	6157	671	4479
G03019	818	1196	1427	148	1644
G03020	1230	1758	3505	450	1863
G03021	10053	7251	39190	3703	279
G03022	206	289	585	59	1284
G03023	91	159	216	44	855
G03024	262	366	917	161	936
G03025	2027	2025	5976	1380	936
G03026	5	29	7	3	1041
G03027	5	22	45	4	768
G03028	398	500	1137	215	1323
G03029	74	167	212	29	1722
G03030	2174	1812	7762	572	1020
G03031	114	198	283	60	390
G03032	21	30	182	4	1236
G03033	8	29	91	18	789
G03034	15102	47636	60593	6662	6051
G03035	0	8	10	0	2856
G03036	787	490	3949	271	2079
G03037	238	211	1166	30	558
G03038	753	774	2527	422	567
G03039	433	548	1505	171	687
G03040	0	7	8	0	1371
G03041	305	392	867	152	951
G03042	8817	15219	31496	4261	2460
G03043	255	448	596	121	1464
G03044	97	182	648	44	2193
G03045	2	17	9	1	930
G03046	1773	2822	5293	1059	3258
G03047	1224	1765	3919	839	2190
G03048	553	669	1839	200	3390
G03049	759	690	4202	266	2982
G03050	11	14	28	0	750
G03051	4017	5429	11341	2399	3588
G03052	11	72	48	4	5358
G03053	3	6	11	1	534
G03054	0	1	1	0	798
G03055	13	19	37	5	999
G03056	37	87	91	19	1092
G03057	0	0	1	0	459
G03058	83	118	14	0	456
G03059	38	145	68	39	771
G03060	17	25	102	4	519
G03061	702	1065	1629	281	1362
G03062	132	317	650	116	1494
G03063	157	981	889	383	1326
G03064	0	1	0	0	600
G03065	0	1	0	0	327
G03066	22	63	138	8	2541
G03067	20	52	20	8	1134
G03068	2	8	5	3	597
G03069	1	2	4	0	2223
G03070	209	292	288	75	1080
G03071	6	100	23	9	1200
G03072	2	2	2	0	633
G03073	2	12	4	3	1488
G03074	51	44	190	15	453
G03075	422	617	1162	86	2262
G03076	10	51	22	2	1425
G03077	2	23	28	14	1785
G03078	8	2	7	1	1074
G03079	422	749	1214	141	2019
G03080	314	1711	282	487	663
G03081	0	8	2	0	1764
G03082	2	1	1	0	1923
G03083	0	3	2	1	1221
G03084	13	15	27	7	822
G03085	0	1	0	0	507
G03086	20	146	19	3	6441
G03087	1704	3587	3892	964	2667
G03088	76	123	194	43	2418
G03089	0	2	6	1	585
G03090	0	0	1	0	705
G03091	2280	4014	4510	1783	1839
G03092	43	79	56	40	1095
G03093	3	2	7	0	378
G03094	2	1	2	4	291
G03095	1	11	0	0	405
G03096	0	0	3	0	474
G03097	1	5	0	0	1155
G03098	62	211	122	40	1545
G03099	0	0	1	0	1011
G03100	103	108	168	22	1197
G03101	70	70	121	2	1791
G03102	566	806	1729	347	1674
G03103	68	67	281	54	1083
G03104	9	18	39	7	354
G03105	4266	5874	11178	2223	1164
G03106	1175	1220	4224	583	996
G03107	3153	3934	10254	1854	1527
G03108	28	71	49	13	1005
G03109	270	459	561	70	1935
G03110	1	7	0	0	813
G03111	205	484	194	65	1593
G03112	3	5	3	0	954
G03113	2	12	0	2	1893
G03114	4	20	8	5	528
G03115	0	4	0	0	450
G03116	6	19	18	2	2700
G03117	62	67	1036	38	1167
G03118	0	3	2	1	897
G03119	0	0	2	0	351
G03120	0	2	0	0	1131
G03121	0	2	0	0	873
G03122	0	0	0	0	1017
G03123	0	1	1	0	1311
G03124	0	1	0	0	786
G03125	1	1	1	0	1560
G03126	2	12	15	0	1485
G03127	5	10	4	2	1563
G03128	0	1	0	0	1356
G03129	12	18	24	8	1887
G03130	2	4	15	0	1020
G03131	6	43	36	7	669
G03132	10	33	11	4	1812
G03133	0	2	3	0	1500
G03134	0	2	2	0	1362
G03135	327	7288	1271	1392	3825
G03136	88	135	169	23	1002
G03137	64	105	229	25	804
G03138	21	45	93	9	1329
G03139	6	6	11	3	333
G03140	28	96	77	22	789
G03141	2	10	7	2	1557
G03142	2	10	7	1	2241
G03143	6	14	9	3	1605
G03144	24	64	39	11	2502
G03145	75	798	174	132	1659
G03146	6	72	12	13	1221
G03147	14681	29901	39483	6432	1353
G03148	1	7	19	5	909
G03149	1	4	10	2	909
G03150	1155	934	4641	355	1599
G03151	4	38	33	83	687
G03152	79	110	334	42	1065
G03153	1421	2207	5011	532	1371
G03154	889	1337	1528	499	324
G03155	165	311	538	47	843
G03156	4494	13695	5489	1231	2439
G03157	3	7	3	0	3036
G03158	0	2	0	0	492
G03159	17	26	49	4	582
G03160	26	55	191	18	879
G03161	7	18	10	0	1635
G03162	435	519	1301	137	1020
G03163	155	603	338	149	1260
G03164	0	0	0	0	582
G03165	0	1	4	3	942
G03166	3	5	3	0	867
G03167	60	149	293	23	1203
G03168	2	21	106	20	537
G03169	27	116	47	14	873
