Gene_id	A1	B1	A2	B2	length
G07208	15	31	4	4	492
G07209	505	3616	1200	1236	546
G07210	23	34	111	16	1077
G07211	1	0	0	0	876
G07212	0	2	4	0	1827
G07213	96	120	344	77	666
G07214	2812	4206	9356	1369	294
G07215	412	569	1670	165	1578
G07216	260	347	519	121	1494
G07217	16	31	56	16	1101
G07218	2899	3528	12460	1448	1992
G07219	2280	2609	14354	1250	3858
G07220	32	63	116	13	4443
G07221	6	22	27	6	1767
G07222	197	211	400	105	1410
G07223	65	118	159	47	1608
G07224	853	1602	2150	341	837
G07225	293	474	689	172	1518
G07226	942	2677	3170	558	1620
G07227	4	16	5	3	393
G07228	278	1183	259	40	612
G07229	664	1306	1368	327	3102
G07230	1894	1962	9250	416	3348
G07231	560	1008	1589	203	1398
G07232	645	1123	764	410	1203
G07233	4619	6008	7181	1507	1716
G07234	3	20	13	1	1899
G07235	530	595	1431	172	1245
G07236	1397	2647	4875	574	2448
G07237	1272	1848	3954	814	1248
G07238	936	600	7890	653	1059
G07239	17	96	76	18	3183
G07240	52	93	141	21	1542
G07241	116	208	347	36	1248
G07242	0	9	2	1	1260
G07243	1479	1949	7350	577	1677
G07244	10	26	49	4	1887
G07245	1313	1448	5109	266	1752
G07246	270	416	841	123	1413
G07247	2458	3134	10516	1676	1911
G07248	151	150	584	77	1422
G07249	48	72	122	9	210
G07250	50	69	185	21	1077
G07251	11088	10973	30746	3525	768
G07252	6578	5735	24911	2789	615
G07253	15662	12351	60306	8912	426
G07254	162	344	720	96	1101
G07255	1253	1551	4120	718	1950
G07256	308	540	767	155	1713
G07257	17	32	41	4	2346
G07258	2	2	0	0	336
G07259	160	508	586	83	2253
G07260	170	291	591	66	3309
G07261	100	164	317	30	567
G07262	0	2	2	1	1497
G07263	79	122	202	34	1083
G07264	961	1684	3249	427	2466
G07265	1074	2381	3038	420	3834
G07266	2029	2709	5672	729	5499
G07267	186	194	555	152	1122
G07268	41	86	71	21	1431
G07269	1266	1973	2550	408	4485
G07270	1117	2206	3716	357	4767
G07271	1979	2702	8228	635	2952
G07272	472	434	1332	229	627
G07273	1161	754	1814	563	252
G07274	207	386	686	96	828
G07275	387	674	1402	172	1254
G07276	491	522	1555	177	2214
G07277	136	229	658	69	1281
G07278	1629	1949	3741	454	6243
G07279	613	545	2069	170	1005
G07280	205	240	755	89	2208
G07281	1595	1853	7710	1063	1917
G07282	269	417	826	132	852
G07283	550	767	1500	217	1497
G07284	320	498	872	133	648
G07285	182	168	985	89	1044
G07286	505	491	1470	168	783
G07287	225	563	539	97	2544
G07288	715	862	1630	313	687
G07289	916	959	2911	339	2469
G07290	466	1009	1361	244	1161
G07291	730	1699	3311	538	1863
G07292	177	334	576	114	705
G07293	1696	2095	5359	775	3204
G07294	645	301	3757	243	975
G07295	482	787	819	261	741
G07296	488	1109	971	250	1656
G07297	3	11	33	1	1083
G07298	2033	3278	4666	645	3171
G07299	2517	4202	8110	1207	549
G07300	889	1468	2804	334	2727
G07301	622	411	1647	507	654
G07302	484	414	2730	106	3636
G07303	0	2	1	0	1110
G07304	79	149	292	37	1998
G07305	81	684	226	66	4644
G07306	0	4	3	0	948
G07307	2743	2356	5611	475	2217
G07308	1002	1303	2833	300	2241
G07309	815	914	2604	358	1761
G07310	242	287	511	178	978
G07311	418	338	1573	113	1560
G07312	1100	1353	3648	480	687
G07313	640	401	2185	79	2082
G07314	30	58	105	10	1482
G07315	125	148	434	20	717
G07316	4	15	18	0	1473
G07317	318	577	638	91	1443
G07318	701	915	1924	167	1392
G07319	625	613	2867	207	1059
G07320	649	727	2110	220	1479
G07321	384	601	1095	90	1749
G07322	982	757	3499	371	582
G07323	20	38	128	9	1017
G07324	1027	1031	3460	339	948
G07325	7713	10145	40641	2291	1206
G07326	317	375	1058	91	1878
G07327	260	177	1698	70	1071
G07328	266	745	746	164	1434
G07329	245	165	1823	62	486
G07330	628	781	1690	159	249
G07331	96	59	565	26	573
G07332	206	284	1066	44	1386
G07333	639	1006	2267	298	2685
G07334	116	144	365	33	543
G07335	60	84	136	21	750
G07336	436	439	2488	121	1071
G07337	207	208	1410	160	651
G07338	1232	1254	3570	470	735
G07339	690	864	1490	304	477
G07340	637	1765	1587	215	3993
G07341	394	350	1776	90	2376
G07342	2735	3866	13973	1091	2454
G07343	11080	17276	45320	3477	1182
G07344	478	492	1658	137	651
G07345	332	526	938	184	558
G07346	49	93	148	12	672
G07347	104	171	370	48	387
G07348	1709	1960	5566	629	789
G07349	1655	4135	4604	1682	846
G07350	156	257	554	93	975
G07351	991	1288	2439	330	2475
G07352	602	672	1928	184	5295
G07353	1169	1631	3291	403	4272
G07354	141	216	416	77	1110
G07355	262	610	1339	184	1668
G07356	371	933	1200	195	1788
G07357	1468	1527	3262	418	2109
G07358	301	343	651	125	1059
G07359	287	259	631	62	1065
G07360	1449	1344	4081	386	2967
G07361	8136	20083	20953	1936	1257
G07362	148	184	404	76	441
G07363	1906	2622	4939	807	5073
G07364	517	582	1736	205	1815
G07365	12	79	161	10	3342
G07366	2521	4945	8237	1715	1287
G07367	361	441	790	74	1146
G07368	270	323	831	97	1845
G07369	90	162	123	27	1887
G07370	1165	1166	2803	250	2064
G07371	960	1343	1794	234	1644
G07372	79	127	480	52	918
G07373	444	423	1274	123	1047
G07374	128	109	282	67	387
G07375	1123	857	4050	398	1041
G07376	74	67	175	14	1098
G07377	388	327	1457	98	1467
G07378	758	1361	2408	415	843
G07379	325	351	1837	99	2448
G07380	348	531	1206	131	1620
G07381	2323	2382	9152	601	1068
G07382	1044	1509	3903	318	1239
G07383	1455	1420	4917	497	1986
G07384	1178	2019	3651	543	1059
G07385	2819	3648	11722	799	2109
G07386	20	33	50	3	1335
G07387	189	227	600	76	927
G07388	84	146	340	17	162
G07389	253	282	939	66	1059
G07390	32	59	98	8	375
G07391	5861	4803	18949	1458	474
G07392	3395	6077	10209	1103	993
G07393	188	196	562	34	570
G07394	392	233	1758	144	378
G07395	323	535	1451	129	2304
G07396	94	112	371	33	588
G07397	53	81	103	13	2079
G07398	654	936	1866	172	2238
G07399	551	882	1941	160	816
G07400	418	410	1851	108	891
G07401	799	1000	2920	221	963
G07402	1070	838	3979	331	654
G07403	821	987	3405	266	1176
G07404	1154	2977	3297	304	1458
G07405	419	505	1255	188	297
G07406	62	104	295	27	1215
G07407	486	429	1640	189	417
G07408	2249	2908	6448	749	3726
G07409	14050	22055	45988	5892	2085
G07410	2512	1853	6981	1205	534
G07411	4885	4489	15062	2376	837
G07412	0	3	1	0	309
G07413	8403	11252	33020	2153	1368
G07414	214	180	1026	51	738
G07415	191	239	788	99	189
G07416	1567	2420	4311	703	4527
G07417	0	1	0	0	519
G07418	1005	1116	4323	211	2151
G07419	632	602	3269	152	759
G07420	1223	1544	3516	366	786
G07421	1565	1881	5295	591	783
G07422	837	1270	1567	272	780
G07423	1175	462	3824	273	582
G07424	37	154	149	18	1440
G07425	397	416	1381	153	885
G07426	2109	3335	7770	784	1092
G07427	111	203	454	46	1230
G07428	784	1623	2824	607	3630
G07429	6	30	43	6	750
G07430	6	12	25	5	915
G07431	955	1613	2380	315	5532
G07432	213	402	694	101	4452
G07433	74	162	542	64	2154
G07434	1406	1999	3559	463	939
G07435	867	938	2559	286	738
G07436	168	321	573	107	656
G07437	44	79	191	19	468
G07438	1019	986	3698	528	1254
G07439	220	414	817	73	525
G07440	3298	2913	11412	1092	1107
G07441	520	637	720	128	858
G07442	128	159	406	66	786
G07443	30	40	70	12	2952
G07444	194	554	234	78	2601
G07445	88	166	274	51	1677
G07446	4	11	13	0	597
G07447	91	61	482	37	636
G07448	164	190	621	79	1251
G07449	317	421	991	89	2673
G07450	24	56	110	52	1422
G07451	1015	1650	3480	394	2916
G07452	4383	5548	15922	1847	816
G07453	3588	3153	16000	1600	804
G07454	12387	23358	41955	4431	1317
G07455	2934	3337	9765	958	1182
G07456	401	511	1214	206	2115
G07457	1534	1838	3589	559	1323
G07458	885	1677	2144	299	1557
G07459	119	161	340	32	1419
G07460	311	523	1031	139	807
G07461	999	2223	2379	576	363
G07462	143	257	321	49	1629
G07463	923	2074	2871	401	1092
G07464	2405	2923	8424	743	1572
G07465	443	354	2035	197	1380
G07466	1686	1312	6099	395	1065
G07467	3875	5980	20421	1467	603
G07468	493	752	1507	244	2361
G07469	447	464	1405	132	1167
G07470	52	111	239	37	744
G07471	148	204	449	55	687
G07472	361	458	971	119	2565
G07473	11	64	44	5	1602
G07474	260	604	394	159	1947
G07475	813	1162	2550	310	3042
G07476	93	232	265	50	675
G07477	34	124	65	19	1968
G07478	156	585	674	366	2640
G07479	681	1164	4171	554	3570
G07480	121	180	305	21	981
G07481	215	413	939	85	1824
G07482	2	0	0	0	231
G07483	349	601	1278	100	1227
G07484	8	17	30	1	1359
G07485	877	864	2886	507	1251
G07486	34	70	150	24	1074
G07487	542	472	2210	245	1698
G07488	990	1703	2773	500	2634
G07489	1610	3291	4911	1169	603
G07490	70	96	153	18	1440
G07491	89	148	171	24	579
G07492	318	221	1263	76	1101
G07493	529	910	1272	221	1503
G07494	231	221	592	96	639
G07495	317	405	978	118	1857
G07496	3	12	10	4	1005
G07497	17	61	60	4	1275
G07498	1684	1457	5752	393	966
G07499	591	255	1664	209	741
G07500	44	65	70	8	2037
G07501	0	10	6	0	1020
G07502	30	48	101	8	1095
G07503	18	49	39	10	1587
G07504	350	715	1163	129	2070
G07505	1022	2132	2560	542	3267
G07506	283	358	1106	107	417
G07507	842	1013	3018	297	1743
G07508	1246	1528	4245	502	3300
G07509	297	414	1100	105	1548
G07510	617	475	3044	97	1269
G07511	1689	2541	3779	548	1539
G07512	5	13	12	0	654
G07513	1058	815	3429	449	513
G07514	248	511	1338	353	1485
G07515	824	896	2986	250	1902
G07516	2259	2861	6425	776	1110
G07517	82	205	268	83	948
G07518	702	1148	1955	341	2337
G07519	65	178	225	31	1293
G07520	2562	2728	14216	688	1584
G07521	1629	3372	5270	626	7428
G07522	215	461	877	71	3570
G07523	604	636	3175	104	909
G07524	5	6	16	0	921
G07525	450	550	2332	128	3483
G07526	222	490	568	96	3393
G07527	689	998	2088	273	1050
G07528	387	594	876	128	843
G07529	2703	2414	12468	866	1614
G07530	516	386	1858	144	537
G07531	261	220	834	75	948
G07532	113	133	423	48	1140
G07533	904	1314	2675	389	2757
G07534	358	336	1094	281	648
G07535	141	343	283	74	1836
G07536	128	211	460	64	954
G07537	1682	2081	6515	817	1278
G07538	145	267	422	50	2445
G07539	3849	7130	16498	1944	1818
G07540	2	5	4	1	1026
G07541	0	5	3	0	747
G07542	2877	3421	6206	530	1569
G07543	358	450	1150	179	1305
G07544	655	639	1848	281	2007
G07545	308	285	809	152	1494
G07546	5	7	23	2	951
G07547	1961	5704	8244	1723	1806
G07548	102	177	291	54	1671
G07549	477	717	935	177	708
G07550	464	1139	1502	203	1482
G07551	3675	5383	10666	1866	1479
G07552	17215	34961	50483	8683	1506
G07553	1632	2216	6414	549	1998
G07554	12	14	63	14	306
G07555	721	1005	2799	236	2331
G07556	738	738	3202	232	2058
G07557	4	24	1	1	1068
G07558	510	784	1795	245	1815
G07559	472	381	1094	224	615
G07560	256	460	846	130	1716
G07561	0	1	3	4	507
G07562	106	260	348	36	1572
G07563	733	823	3417	244	1899
G07564	1140	1268	4001	563	1209
G07565	1489	2169	3701	618	2574
G07566	1503	3615	3331	468	1845
G07567	1726	2352	5841	537	1617
G07568	55	299	248	199	828
G07569	820	1125	2359	309	1221
G07570	3448	5286	11058	1741	957
G07571	355	702	1440	168	2484
G07572	184	330	567	81	1518
G07573	76	148	440	80	2502
G07574	625	928	2648	243	972
G07575	100	181	296	33	1080
G07576	126	294	278	73	1692
G07577	358	526	1300	113	1728
G07578	56	208	210	32	4581
G07579	25	68	106	27	153
G07580	492	619	1599	157	1113
G07581	5152	8341	13346	1899	1527
G07582	15	41	67	13	231
G07583	830	1165	2065	284	780
G07584	54	109	63	7	2016
G07585	296	660	1000	136	1830
G07586	409	329	1657	183	1686
G07587	1185	1032	4591	575	3687
G07588	1143	1719	4571	553	2010
G07589	12	21	18	3	1575
G07590	46	107	109	23	879
G07591	235	231	1059	91	1032
G07592	1093	875	4954	349	2946
G07593	447	713	2417	201	1680
G07594	360	411	1138	230	738
G07595	581	761	2173	238	2301
G07596	375	325	1123	226	588
G07597	1031	756	4981	230	7749
G07598	275	320	1195	163	1824
G07599	26	56	75	7	1071
G07600	0	0	1	0	381
G07601	11	19	90	5	741
G07602	58	120	246	39	528
G07603	1405	1154	8426	305	3708
G07604	1620	2412	5404	653	891
G07605	85	384	127	40	1413
G07606	731	789	3058	252	1995
G07607	47	55	82	9	1551
G07608	68	120	235	28	1731
G07609	1422	2401	4013	636	999
G07610	443	445	1168	213	1446
G07611	355	324	870	170	1629
G07612	1531	3257	1480	711	1092
G07613	2	4	2	0	129
G07614	607	585	2062	330	1638
G07615	4538	6455	11158	1495	6453
G07616	667	782	2046	353	663
G07617	1619	2461	4386	584	1812
G07618	659	807	2168	236	1479
G07619	67	645	519	150	1635
G07620	199	358	865	133	1782
G07621	129	249	392	72	1008
G07622	1	8	9	3	966
G07623	4	6	8	2	777
G07624	282	511	1337	182	1311
G07625	2256	3096	6271	720	6480
G07626	1008	1395	4260	664	2205
G07627	93	161	371	30	702
G07628	193	241	490	72	2394
G07629	43	68	171	28	3129
G07630	442	584	1244	126	3465
G07631	3382	1643	26143	1271	1368
G07632	5	19	32	5	2922
G07633	1042	1284	3167	425	3285
G07634	225	319	713	74	717
G07635	643	634	1305	301	1113
G07636	1784	1813	5517	894	744
G07637	1859	1784	4421	966	2406
G07638	57	155	110	23	714
G07639	7320	6335	25093	2773	3537
G07640	571	722	1439	304	2241
G07641	262	565	577	136	1470
G07642	335	383	847	220	876
G07643	64	154	166	68	2667
G07644	103	183	270	39	1920
G07645	1278	1593	5273	532	1029
G07646	52	128	71	30	1557
G07647	56	109	66	24	1062
G07648	226	924	928	134	1737
G07649	186	928	430	123	1440
G07650	102	247	412	34	1653
G07651	600	1115	1361	565	1071
G07652	383	588	857	127	2412
G07653	223	210	1163	112	1347
G07654	4165	5820	14370	1389	1005
G07655	1857	2399	5825	592	4638
G07656	873	1376	4855	749	1341
G07657	86	159	325	35	2781
G07658	1100	1205	3054	265	942
G07659	547	708	1511	322	1281
G07660	198	512	741	81	867
G07661	3068	5978	7605	1556	5388
G07662	331	296	890	101	837
G07663	753	579	4142	229	2388
G07664	229	224	769	133	1281
G07665	865	680	2439	526	3141
G07666	596	1054	1482	281	792
G07667	8	1	13	0	354
G07668	0	0	1	0	336
G07669	1990	2149	5965	588	768
G07670	413	457	1545	156	1701
G07671	609	388	2060	245	804
G07672	520	771	1975	204	2658
G07673	433	452	1191	151	840
G07674	813	851	3102	282	1803
G07675	348	341	1079	133	1149
G07676	21	14	32	2	1581
G07677	9	31	24	2	1521
G07678	1205	969	3486	288	762
G07679	891	999	3188	309	1248
G07680	743	1123	1990	310	1311
G07681	465	1026	1005	302	621
G07682	1629	3347	4030	888	1884
G07683	233	471	911	156	1632
G07684	202	323	1212	49	516
G07685	117	156	549	32	924
G07686	582	613	2085	255	786
G07687	368	254	1028	138	501
G07688	1522	2272	3915	719	609
G07689	46	88	167	13	525
G07690	96	54	522	18	1068
G07691	738	837	2549	219	1953
G07692	1026	1394	3293	367	1533
G07693	473	1579	959	340	801
G07694	113	209	523	43	957
G07695	1157	1086	4364	482	3426
G07696	1085	1364	3257	406	1704
G07697	675	718	2162	280	2502
G07698	41	44	112	14	4029
G07699	25	47	83	18	3276
G07700	1395	2163	3884	469	2349
G07701	2200	3569	2915	403	885
G07702	3018	5466	3525	623	1878
G07703	1080	2511	1519	184	819
G07704	2287	3367	3876	510	759
G07705	1662	1639	6619	868	393
G07706	0	2	8	0	675
G07707	40	51	126	13	390
G07708	16	51	79	16	192
G07709	0	1	15	0	312
G07710	32	14	183	4	648
G07711	92	213	598	45	1485
G07712	2	8	1	0	345
G07713	940	1304	3171	269	2160
G07714	83	170	420	29	999
G07715	65	135	313	8	531
G07716	145	446	680	71	1023
G07717	45	61	134	41	456
G07718	77	162	265	40	1107
G07719	740	924	2294	454	1347
G07720	301	298	975	174	2679
G07721	51	106	18	11	726
G07722	754	1690	1221	348	2784
G07723	0	1	0	0	237
G07724	0	0	1	0	993
G07725	0	1	1	0	855
G07726	0	0	0	0	306
G07727	0	1	1	0	1155
G07728	199	230	344	83	1458
G07729	295	434	451	185	1014
G07730	4	5	1	1	1266
G07731	0	2	1	1	3408
G07732	1	2	3	0	657
G07733	8	38	66	7	1470
G07734	1	12	7	5	1308
G07735	0	15	8	9	1167
G07736	18	55	17	0	6408
G07737	3	20	0	1	1539
G07738	0	0	3	0	1296
G07739	0	0	0	0	723
G07740	0	0	0	0	822
G07741	0	11	4	0	1629
G07742	2	0	0	0	849
G07743	65	92	127	23	1515
G07744	229	270	345	78	1005
G07745	1	8	6	0	540
G07746	0	2	0	0	1476
G07747	0	2	0	0	2364
G07748	1	1	2	0	2862
G07749	0	0	0	0	453
G07750	0	8	4	0	1287
G07751	238	307	636	56	1035
G07752	640	321	3959	224	1698
G07753	14	24	24	2	672
G07754	14	18	20	9	732
G07755	9	24	10	2	579
G07756	14	35	32	4	1281
G07757	46	87	98	10	2187
G07758	11	27	28	9	1227
G07759	0	0	1	0	327
G07760	16	38	49	7	1068
G07761	52	80	134	29	2166
G07762	2060	2621	8623	842	1854
G07763	1805	3027	6426	698	1848
G07764	293	540	1411	114	894
G07765	5	3	9	3	1008
G07766	1	5	16	1	765
G07767	784	1719	2053	405	3822
G07768	2917	2928	15830	929	3288
G07769	268	475	1030	375	231
G07770	408	673	635	115	1950
G07771	65	76	170	20	786
G07772	133	218	331	44	882
G07773	70	104	247	28	1317
G07774	32	46	64	12	2256
G07775	1444	1541	4487	490	831
G07776	211	189	697	149	750
G07777	2228	1638	4853	1261	531
G07778	892	1799	3135	875	1032
G07779	708	1865	2820	859	1269
G07780	154	239	364	41	1044
G07781	17	48	43	7	687
G07782	357	419	850	152	2148
G07783	0	3	6	0	243
G07784	41	31	94	10	987
G07785	8	10	16	0	414
G07786	15	10	24	2	375
G07787	12	27	52	3	519
G07788	0	0	0	0	498
G07789	154	266	400	158	1386
G07790	118	282	425	49	2253
G07791	70	95	266	51	1065
G07792	205	413	479	71	2127
G07793	3	9	16	4	1935
G07794	531	1234	2103	187	1005
G07795	213	145	1256	106	951
G07796	783	435	4266	248	1221
G07797	1717	1498	6163	1331	327
G07798	0	3	1	0	750
G07799	1408	942	7890	498	1491
G07800	1191	1221	4464	483	1167
G07801	314	535	1224	255	2025
G07802	0	0	0	0	180
G07803	1407	1764	3766	592	2985
G07804	339	582	1400	129	2358
G07805	2118	3623	5779	980	3723
G07806	477	490	1470	120	5454
G07807	290	457	1227	133	2127
G07808	1162	1718	4349	467	2877
G07809	170	251	657	56	2181
G07810	1	6	5	0	1464
G07811	280	492	658	140	645
G07812	4349	5291	10648	1846	747
G07813	340	248	1875	140	1323
G07814	2485	2056	10168	868	1428
G07815	225	228	775	106	726
G07816	297	257	1286	119	1326
G07817	256	191	935	66	1086
G07818	1119	1412	4056	309	1935
G07819	159	213	388	25	1131
G07820	148	193	721	63	315
G07821	115	80	394	43	1383
G07822	194	293	670	65	1206
G07823	376	310	1210	139	582
G07824	0	3	1	2	609
G07825	2419	3896	5163	883	2919
G07826	1240	1579	4616	477	1674
G07827	516	902	1967	334	819
G07828	640	702	2668	294	1068
G07829	253	300	676	117	1146
G07830	1	1	4	0	564
G07831	1795	598	7398	167	2178
G07832	1634	530	7968	187	1461
G07833	2	1	2	0	624
G07834	230	263	764	82	1098
G07835	867	893	3323	504	1017
G07836	763	1310	2830	216	369
G07837	2	4	16	1	2625
G07838	87	228	214	53	1191
G07839	517	494	2713	182	1446
G07840	32	48	124	19	1065
G07841	99	161	240	23	3618
G07842	998	879	2917	500	828
G07843	410	261	1132	170	834
G07844	13	28	52	8	1488
G07845	180	378	858	93	1290
G07846	78	137	151	31	1593
G07847	7	29	39	5	1467
G07848	0	0	0	0	906
G07849	943	1204	3380	342	990
G07850	396	882	1402	435	789
G07851	15	27	84	10	939
G07852	5	18	30	6	921
G07853	271	470	792	116	1539
G07854	484	673	1436	221	2502
G07855	303	422	850	66	1797
G07856	28	357	98	7	1125
G07857	67	99	657	40	762
G07858	98	86	293	29	240
G07859	35	59	107	13	333
G07860	574	335	1266	248	576
G07861	1438	1755	4683	492	3423
G07862	4096	7039	16178	1973	2088
G07863	12	7	14	1	204
G07864	2760	3880	7735	803	7734
G07865	104	159	352	50	1098
G07866	1	14	7	1	1875
G07867	99	154	287	38	972
G07868	408	371	2137	228	723
G07869	504	311	2752	130	2364
G07870	186	126	389	87	1677
G07871	16	18	101	3	1962
G07872	990	810	4442	259	2610
G07873	519	584	1806	140	870
G07874	639	1761	2448	534	1974
G07875	234	366	889	140	525
G07876	834	823	3552	259	840
G07877	284	446	1116	86	1146
G07878	54	92	148	20	1308
G07879	1660	2897	4329	582	4914
G07880	1454	1859	4286	491	2730
G07881	291	438	756	127	972
G07882	816	1232	2264	359	3225
G07883	523	751	1389	263	1878
G07884	124	129	365	39	234
G07885	344	434	972	101	1578
G07886	17139	10738	59673	4827	801
G07887	620	790	1349	386	762
G07888	1	3	0	0	768
G07889	46	149	149	25	2385
G07890	285	392	788	71	2871
G07891	6546	4918	38684	1169	6762
G07892	3	7	9	2	1488
G07893	22	26	37	7	1416
G07894	233	421	620	128	1583
G07895	973	1211	2406	327	2274
G07896	481	657	1234	171	2052
G07897	819	824	2899	203	510
G07898	496	606	2706	168	1428
G07899	1650	2531	4661	586	3210
G07900	595	733	1983	187	2355
G07901	1	8	5	1	1752
G07902	79	168	468	37	1680
G07903	70	107	225	47	741
G07904	49	114	179	19	1953
G07905	535	719	1400	234	1734
G07906	448	514	1288	152	1167
G07907	31	53	69	5	1602
G07908	296	558	778	255	693
G07909	1	4	0	0	405
G07910	901	880	3487	335	2307
G07911	19	47	39	9	1311
G07912	3	15	36	6	438
G07913	6	12	4	3	1641
G07914	15	70	48	10	1164
G07915	191	340	347	56	1110
G07916	21	32	126	9	1134
G07917	161	148	305	123	732
G07918	8	17	10	0	1194
G07919	1	27	16	1	1599
G07920	1472	2384	4267	739	879
G07921	4	25	14	1	1227
G07922	9	17	12	1	1566
G07923	222	322	408	45	1770
G07924	7	22	10	3	1536
G07925	0	1	0	0	528
G07926	22	81	60	41	1113
G07927	4	16	7	0	912
G07928	18	49	62	10	2037
G07929	1	5	4	0	849
G07930	1	29	10	1	1551
G07931	19	12	85	7	723
G07932	0	1	1	0	867
G07933	0	1	0	0	867
G07934	0	2	0	0	927
G07935	4	7	8	2	1257
G07936	6	5	196	0	1194
G07937	16	10	25	1	1128
G07938	10	13	10	3	1296
G07939	5035	4244	26965	1900	2424
G07940	1	4	6	0	2571
G07941	5	9	2	0	1617
G07942	0	11	8	2	2031
G07943	0	2	0	0	531
G07944	0	1	0	0	771
G07945	0	3	2	0	1329
G07946	0	5	1	0	2382
G07947	0	0	0	0	318
G07948	3	21	23	10	285
G07949	97	228	393	36	1230
G07950	306	487	921	114	2238
G07951	32	81	96	25	2343
G07952	8	48	26	13	1605
G07953	0	10	2	0	3483
G07954	1	3	3	1	1257
G07955	0	1	3	0	1494
G07956	854	1217	1491	190	11868
G07957	160	191	367	55	1857
G07958	0	1	1	0	1341
G07959	0	3	5	0	1143
G07960	1	13	5	11	2115
G07961	1	11	6	0	867
G07962	0	3	2	1	252
G07963	2	2	1	1	675
G07964	50	139	210	27	2094
G07965	726	1107	2349	154	339
G07966	149	300	169	16	1317
G07967	318	1801	495	5589	1047
G07968	10	22	14	8	324
G07969	0	3	3	1	666
G07970	2823	3522	7011	3433	585
G07971	241	425	569	82	1923
G07972	24	35	486	46	1281
G07973	436	722	855	124	1557
G07974	953	1350	2834	324	3615
G07975	3880	4678	10136	1222	594
G07976	484	652	1558	179	2547
G07977	2772	3230	10276	1216	1443
G07978	1738	2097	4758	845	900
G07979	423	307	2009	172	1455
G07980	336	465	1251	165	1587
G07981	1826	2065	5233	620	3801
G07982	482	1240	1123	227	2856
G07983	855	1438	2762	353	2682
G07984	1176	1390	4023	682	2352
G07985	3	14	17	0	1110
G07986	1115	1565	3629	431	1515
G07987	23969	40109	62884	8281	5715
G07988	22	144	116	14	1626
G07989	649	595	3581	352	2124
G07990	367	490	1107	341	687
G07991	329	758	956	175	1503
G07992	7	14	27	2	300
G07993	237	359	684	173	861
G07994	565	677	1455	257	2259
G07995	309	484	1132	72	1179
