Gene_id	A1	A2	B1	B2	A3	B3	length
G012481	254	447	257	195	544	315	1568
G012482	0	0	1	0	0	0	1392
G012483	0	16	25	0	26	23	2863
G012484	6	3	3	1	1	7	1012
G012485	0	0	0	0	0	5	2179
G012486	418	277	504	224	486	317	6798
G012487	690	766	2185	1284	1156	1635	6023
G012488	190	99	41	87	68	118	1841
G012489	0	0	0	0	0	0	1832
G012490	0	0	0	0	0	0	2375
G012491	1064	1169	4222	2623	1283	3354	831
G012492	4290	3691	4521	4250	4614	4241	2090.5
G012493	549	514	713	484	548	757	2596
G012494	219	328	534	499	441	662	2287
G012495	0	0	0	0	0	0	380
G012496	1776	1805	1353	980	1516	1878	778
G012497	867	767	1169	1045	801	1094	1357
G012498	776	615	505	540	593	599	1841
G012499	0	0	0	0	0	0	889
G012500	6551	5001	13238	10401	9410	7005	8150.5
G012501	7315	9983	12051	10424	9474	15288	1532.5
G012502	0	0	0	0	0	0	712.5
G012503	0	0	0	0	0	0	1203.5
G012504	1435	1528	2382	1878	1080	2756	1635.5
G012505	3985	3680	3842	3359	3689	3710	1700
G012506	878	804	710	728	651	693	1521
G012507	1151	1233	1082	1087	839	1468	829
G012508	377	498	294	60	365	342	913
G012509	307	276	89	113	420	39	923
G012510	13	22	24	0	0	23	1057
G012511	75	77	35	16	12	53	844
G012512	966	1251	2177	1506	1752	1931	779
G012513	76	50	64	40	78	27	2406
G012514	570	571	395	348	1174	246	816
G012515	493	607	786	520	593	663	724.5
G012516	4898	7265	3667	2779	6832	4043	692.5
G012517	0	0	0	0	0	0	1355
G012518	0	18	18	0	14	12	2932
G012519	0	0	0	0	0	0	1238
G012520	8751	10825	15833	12848	10901	15519	2401.5
G012521	314	403	185	204	389	185	612
G012522	525	400	1003	456	727	836	2533.5
G012523	0	0	0	0	0	0	5190
G012524	0	0	0	0	1	0	1663
G012525	0	0	0	0	0	0	915
G012526	9	0	1	0	25	0	3069
G012527	2253	2527	4049	2755	4900	2649	3566
G012528	66	30	63	29	99	25	2092
G012529	173	246	165	215	191	255	1606
G012530	106	78	144	69	163	78	3106
G012531	326	339	180	177	594	154	727
G012532	30	53	184	211	123	153	932
G012533	0	0	2	7	0	14	7259
G012534	195	124	281	237	116	222	1212.5
G012535	1	0	0	0	0	5	935
G012536	59	29	151	149	42	88	1995
G012537	0	0	6	0	1	0	1137.5
G012538	3365	4035	3627	2806	4511	3506	3366.5
G012539	0	1	23	39	19	2	4743.5
G012540	0	0	0	0	0	0	547
G012541	389	544	293	155	384	303	743
G012542	3971	3866	6494	4471	4822	6346	2687
G012543	0	0	0	0	0	0	455
G012544	185	168	90	22	76	73	1646
G012545	473	392	536	248	591	477	465
G012546	0	31	10	0	0	5	4076.5
G012547	1004	1058	1100	715	903	1373	776
G012548	282	159	331	165	504	196	1285.5
G012549	427	363	482	348	494	329	6825
G012550	0	0	0	0	0	0	7917
G012551	82	132	118	75	207	108	3268
G012552	121	159	296	176	142	215	2781.5
G012553	279	446	348	349	378	420	3462
G012554	1166	1153	1488	1370	1203	1425	2051.5
G012555	2	0	7	3	0	0	3433
G012556	0	1	11	2	0	6	2048.5
G012557	722	620	1624	1000	889	1247	2135
G012558	556	618	543	539	439	749	940
G012559	1621	1853	1492	1244	998	1480	737
G012560	284	125	244	373	324	192	620
G012561	14	34	39	0	36	15	2472
G012562	787	618	770	605	978	865	3347
G012563	438	431	202	262	555	259	4642
G012564	0	0	0	0	0	0	4922
G012565	1214	1279	1898	1489	1824	1308	1573
G012566	0	0	9	0	0	0	878
G012567	0	0	0	0	0	0	3062.5
G012568	83	188	237	353	262	231	2157
G012569	3243	3187	6534	5164	4869	6369	1362
G012570	297	529	907	794	480	1063	748
G012571	683	649	976	1075	803	823	3623.5
G012572	2723	2547	1460	1414	2409	2418	788.5
G012573	9	0	28	0	33	34	1860
G012574	3	26	22	32	48	2	2458
G012575	0	0	0	0	0	0	1384.5
G012576	0	0	0	0	0	0	2197
G012577	169	223	143	101	124	216	945.5
G012578	744	869	1662	1304	1248	1731	2225
G012579	89	101	141	113	97	121	573
G012580	0	9	0	0	21	0	643
G012581	0	0	0	0	0	5	1798.5
G012582	0	0	0	0	0	0	1534
G012583	44	82	201	124	246	159	2654
G012584	375	533	526	401	942	395	6386
G012585	0	2	0	0	0	0	2181
G012586	1	0	1	0	0	0	1224
G012587	2235	3146	2638	2436	3059	3207	857
G012588	1361	2079	4073	2924	2220	5091	1443
G012589	1754	1855	2060	1566	2817	1198	5111
G012590	24	94	35	14	145	17	1828
G012591	0	0	0	0	0	0	3095
G012592	6	0	9	0	0	2	1480
G012593	0	0	0	0	0	0	1960.5
G012594	234	232	229	211	335	278	2521.5
G012595	72	94	97	39	91	105	2080.5
G012596	8	27	27	3	5	37	1323
G012597	0	0	0	0	0	0	527
G012598	694	962	1316	729	1164	1193	6376
G012599	0	0	5	0	0	0	1923
G012600	780	711	982	617	944	797	3964
G012601	0	0	0	0	0	0	1525.5
G012602	1	0	0	10	0	0	1738
G012603	175	296	186	181	134	132	1189
G012604	61	122	13	36	39	42	663
G012605	16	0	2	0	14	4	1627
G012606	428	355	542	223	523	442	1293
G012607	0	0	1	0	0	3	678
G012608	1425	1527	1787	1150	1741	1972	1388
G012609	1632	1994	3299	1959	2388	2970	644
G012610	0	0	0	0	0	0	1047
G012611	163	186	249	198	176	172	637
G012612	6	6	4	0	0	0	884
G012613	144	138	407	215	339	231	3579
G012614	628	549	799	757	788	846	1358
G012615	1311	1372	1169	688	1545	1041	573.5
G012616	294	691	640	576	490	917	776
G012617	384	579	126	142	619	75	614
G012618	3271	2848	5071	4424	3688	4852	1866.5
G012619	0	0	14	12	0	6	1113.5
G012620	0	0	0	0	0	0	1354
G012621	0	0	0	0	0	0	774
G012622	911	858	817	869	847	1033	1424
G012623	114	177	244	116	194	190	1085
G012624	5937	7729	2476	1863	4784	3445	1317
G012625	0	0	0	0	0	0	2202.5
G012626	482	558	293	272	267	351	967
G012627	2048	2757	3918	2900	2978	4283	1666.5
G012628	19481	23716	16585	17089	23171	21036	1013
G012629	460	338	815	415	571	696	916.5
G012630	0	0	0	0	0	0	1764.5
G012631	223	126	432	250	358	294	5817
G012632	449	539	779	678	838	1073	2599.5
G012633	1392	1403	1743	1296	1669	1701	815
G012634	5815	7679	7933	6438	7518	8120	1039
G012635	317	455	293	316	315	400	1508
G012636	66	108	214	77	59	192	571
G012637	0	0	1	0	5	6	756
G012638	0	20	7	24	14	16	748
G012639	0	0	0	0	0	0	1584
G012640	0	0	1	0	0	0	707.5
G012641	0	0	0	0	0	0	2221.5
G012642	0	0	0	0	13	10	2932
G012643	0	9	2	0	13	6	2414
G012644	0	0	0	0	0	0	3337
G012645	155	268	1031	797	314	772	5474
G012646	192	139	220	109	321	191	3543
G012647	97	97	65	0	201	27	4690
G012648	0	0	0	0	0	2	331
G012649	0	0	0	0	0	4	2317
G012650	126	120	89	51	143	47	1305.5
G012651	0	0	3	0	0	0	1076
G012652	15	10	18	8	23	24	900.5
G012653	0	0	0	0	0	12	1162
G012654	0	0	0	0	0	0	1735
G012655	0	0	3	0	0	0	1765
G012656	234	222	167	55	117	166	867.5
G012657	78	78	96	141	84	150	1506
G012658	0	4	0	0	22	9	1892
G012659	2516	2676	2871	2715	2587	3991	1777
G012660	148	334	509	397	434	378	2467.5
G012661	0	0	0	0	0	0	2324
G012662	412	504	822	733	553	838	2427.5
G012663	0	9	0	0	0	0	882
G012664	108	89	210	224	124	210	615.5
G012665	0	5	9	0	0	0	2460
G012666	41	58	26	2	38	22	641
G012667	1623	1797	3034	2738	2701	2598	4075
G012668	311	400	307	246	304	316	884
G012669	0	0	0	0	0	0	832
G012670	0	0	0	0	0	0	1839
G012671	9	0	10	0	0	0	583
G012672	0	0	0	0	0	0	2788
G012673	482	282	1034	768	450	746	764
G012674	0	0	2	0	0	0	1721.5
G012675	0	0	0	0	0	0	709
G012676	433	518	1743	1559	819	1518	8137.5
G012677	1189	1532	534	517	1725	699	633
G012678	0	0	0	0	0	0	2333
G012679	6204	6559	7549	7372	6310	10160	932
G012680	87	268	242	250	47	369	542
G012681	1402	1200	1896	1326	2094	1851	591
G012682	0	1	0	0	0	0	1875
G012683	980	960	1208	888	1102	1363	2063
G012684	19	39	39	0	22	45	4058.5
G012685	6774	8723	8507	6797	8763	8446	1431
G012686	0	0	8	0	0	0	4118
G012687	72	55	49	56	21	67	1081.5
G012688	0	0	1	0	0	0	1858
G012689	0	0	10	0	0	0	740
G012690	0	2	8	45	0	23	2456
G012691	0	14	37	15	0	45	1949
G012692	0	0	11	0	0	8	2136
G012693	323	301	375	168	497	284	2383.5
G012694	2121	1895	1589	1169	2467	1486	1079.5
G012695	573	879	1070	649	835	1313	657
G012696	1015	795	1063	1074	1003	1108	2511
G012697	8577	9980	14452	10789	12488	16375	728
G012698	5	11	21	0	0	0	1988
G012699	0	0	0	0	0	9	2515
G012700	0	0	0	0	0	0	2324
G012701	1	0	1	0	0	6	1282
G012702	432	694	533	490	458	519	1313
G012703	1257	1429	660	404	1983	540	1571
G012704	456	578	337	270	422	531	594
G012705	0	6	0	0	0	0	3219.5
G012706	86	183	115	135	102	91	798.5
G012707	322	491	682	639	716	708	2266
G012708	742	777	1188	957	840	1482	1603
G012709	102	183	88	47	106	139	911
G012710	1674	1664	2146	2176	1493	2592	2222
G012711	89	121	209	163	94	195	1853
G012712	687	660	822	834	906	849	1801
G012713	0	5	1	0	0	0	2589
G012714	794	1209	2127	1484	1739	1752	5817
G012715	0	27	79	51	0	62	2615
G012716	0	22	0	0	0	2	1608
G012717	116	167	200	145	149	172	2516
G012718	9	19	0	0	7	0	2235
G012719	308	172	363	312	231	411	734
G012720	105	98	453	341	149	253	2935
G012721	0	0	0	0	0	0	1957
G012722	962	879	696	458	765	728	585
G012723	0	0	15	0	0	5	2215
G012724	2929	3360	6832	4174	5710	6038	3185.5
G012725	0	0	0	0	0	0	3021
G012726	1325	896	1614	1014	1841	1103	13057
G012727	0	0	0	0	0	0	1484
G012728	807	928	1165	997	902	1190	2024.5
G012729	0	0	0	0	0	0	995
G012730	22	0	0	0	0	0	1987
G012731	0	0	0	17	0	0	750
G012732	0	0	0	0	0	0	1053
G012733	1113	1856	861	915	1608	1574	581
G012734	0	0	5	0	0	0	2282
G012735	364	512	1120	750	1100	1094	3170
G012736	0	0	0	0	0	0	998
G012737	0	0	9	0	0	0	2047
G012738	30	79	35	33	18	54	582
G012739	0	0	0	0	0	0	1867
G012740	0	0	0	0	0	0	1216
G012741	1251	1053	2101	1175	2034	1178	4434.5
G012742	0	1	0	0	7	7	2267
G012743	350	372	609	357	406	439	2996
G012744	27	20	14	40	0	4	2447
G012745	292	332	396	207	272	453	2276.5
G012746	0	0	0	0	0	0	1391
G012747	1420	1675	3174	2289	2053	2876	644
G012748	970	1446	1968	1248	1284	1750	1297
G012749	1047	1217	927	782	795	1483	1167.5
G012750	0	0	0	0	0	0	2127
G012751	1073	1326	1432	1465	762	2154	3815
G012752	0	0	0	0	0	0	1604
G012753	475	371	764	533	933	828	700
G012754	3	31	56	10	38	34	1250
G012755	1466	1203	1565	1025	1180	1398	2124.5
G012756	538	1024	1013	670	963	947	1552
G012757	14159	16570	9721	10621	14055	14691	863
G012758	0	0	0	0	0	0	562
G012759	0	0	0	0	0	13	553
G012760	1404	1373	1102	944	972	1530	1349
G012761	0	0	0	0	0	1	1779
G012762	1157	1423	524	562	999	723	1127
G012763	517	928	310	261	994	461	948
G012764	988	1178	515	595	1129	927	493
G012765	0	6	1	0	0	12	1389
G012766	304	490	152	118	600	94	4655
G012767	26	78	59	51	87	79	1169
G012768	355	352	149	132	261	102	769
G012769	0	0	0	0	0	0	939
G012770	157	251	708	218	366	292	11762
G012771	0	0	0	0	0	0	1038
G012772	0	0	0	0	12	0	1248
G012773	75	11	34	30	36	8	11589
G012774	0	0	0	0	0	0	988.5
G012775	0	0	0	0	0	0	462
G012776	329	281	318	295	461	221	636
G012777	0	0	0	0	0	0	748
G012778	175	132	222	367	260	236	4219
G012779	0	13	3	0	3	2	1688
G012780	0	0	0	0	0	5	998
G012781	0	0	0	0	0	6	2429
G012782	0	9	0	0	2	0	991
G012783	0	0	0	0	0	0	1316
G012784	0	0	0	0	0	0	2797
G012785	555	876	1243	754	837	1445	2948
G012786	275	191	342	222	279	216	3801
G012787	17	64	38	57	45	60	935.5
G012788	0	7	0	0	0	0	2615
G012789	12	18	8	34	0	5	1464
G012790	7	44	31	0	25	2	2444
G012791	0	0	0	0	0	0	1095
G012792	150	121	410	256	176	402	5604
G012793	0	0	0	0	0	0	3600
G012794	73	173	151	61	69	198	1736
G012795	39	17	23	36	44	20	3053
G012796	216	70	170	134	112	197	1339.5
G012797	0	0	0	0	0	0	2164
G012798	0	0	0	0	0	0	1316
G012799	627	1068	960	749	916	998	1151
G012800	8	15	26	0	20	28	2484.5
G012801	12	0	2	0	0	1	1036
G012802	1043	1226	1440	993	1291	1234	610
G012803	22	10	56	95	34	61	1790.5
G012804	6	0	3	0	0	7	965
G012805	149	93	150	97	126	103	1623
G012806	440	483	504	232	871	409	1858.5
G012807	0	0	0	0	0	0	1347.5
G012808	0	0	0	0	0	0	624
G012809	468	699	550	560	620	548	685
G012810	372	265	231	190	262	183	9023
G012811	2954	2769	3015	2580	3428	2311	1467
G012812	0	0	0	0	0	0	4184
G012813	216	122	204	109	105	324	1103
G012814	13	0	1	0	20	7	1228
G012815	0	0	13	21	0	15	2318.5
G012816	52	27	127	6	117	106	3740
G012817	1493	1707	978	886	1944	1007	1666
G012818	560	477	638	423	561	443	621
G012819	0	0	0	0	0	0	994.5
G012820	1323	1673	1268	863	1136	1501	1133
G012821	0	0	0	0	0	0	580
G012822	617	581	1331	1510	674	1211	1742.5
G012823	342	351	890	755	622	663	4414.5
G012824	432	632	526	331	653	533	1552.5
G012825	523	885	461	323	591	536	643
G012826	189	138	203	109	85	140	2270
G012827	737	982	1205	852	1045	964	627.5
G012828	426	367	428	392	385	568	881.5
G012829	304	468	507	466	332	507	1692
G012830	34	46	30	18	78	34	1547
G012831	5	9	3	0	0	20	3140
G012832	25	77	190	211	79	188	635
G012833	0	0	0	0	0	0	745
G012834	0	0	0	0	0	0	582.5
G012835	816	1137	763	916	762	1065	689
G012836	798	1302	1168	863	773	1272	853
G012837	981	959	819	900	1135	910	812
G012838	545	620	706	439	730	655	3547
G012839	0	0	13	0	0	11	1209
G012840	161	122	207	97	303	168	396.5
G012841	2164	1770	1261	1190	1432	1758	1314.5
G012842	299	260	555	571	346	668	1815
G012843	41	52	96	86	44	146	746
G012844	52	25	115	125	5	120	807
G012845	103	104	180	146	91	117	1249.5
G012846	0	0	0	0	15	15	1522.5
G012847	850	1151	3234	2902	1479	3592	3461
G012848	185	221	66	42	279	69	2140
G012849	24	0	62	11	7	43	4697
G012850	893	1635	2415	1854	1770	2793	3111
G012851	814	728	1025	803	977	631	10341
G012852	0	0	0	0	0	0	2408
G012853	314	441	171	182	336	172	858
G012854	1031	988	283	151	1028	158	3681.5
G012855	1477	1373	1687	1550	1456	1245	2425.5
G012856	0	1	11	0	3	5	4059
G012857	847	834	1062	864	774	1237	1302.5
G012858	670	745	1865	1414	1142	1925	846
G012859	417	780	650	692	509	741	642
G012860	1218	1425	1335	1249	1254	1599	1187
G012861	1318	1028	2848	2000	2429	2808	591
G012862	293	381	1486	914	480	1180	1592.5
G012863	0	0	0	0	0	4	572.5
G012864	0	0	1	0	0	3	2393
G012865	69	100	84	36	41	117	1854
G012866	0	0	0	0	0	0	1506
G012867	1820	1657	1469	716	2503	1201	3111.5
G012868	1438	933	2485	2134	1631	1451	5116
G012869	367	215	42	24	501	16	2716
G012870	13	9	2	15	8	8	2655
G012871	0	0	0	0	0	0	1370.5
G012872	0	13	0	0	11	18	491.5
G012873	0	0	1	0	0	0	2287
G012874	0	0	0	0	11	0	477
G012875	665	628	176	124	950	162	5390
G012876	592	1030	865	976	826	1229	665
G012877	577	660	419	195	513	424	1225
G012878	180	131	128	84	190	139	1881.5
G012879	0	0	1	0	27	7	1692.5
G012880	0	0	0	0	0	0	643
G012881	0	0	5	0	0	0	1725
G012882	158	93	42	52	93	105	1109
G012883	2883	2778	2567	1848	5336	1861	857
G012884	0	0	0	0	0	0	1191
G012885	109	185	221	65	195	146	3245
G012886	9	35	12	0	11	7	2500
G012887	23	52	80	25	55	28	9528
G012888	1517	1766	1354	1605	1671	1624	1119
G012889	2679	2360	3609	2910	3512	2852	1068
G012890	0	0	0	0	0	0	990
G012891	27	29	50	33	32	35	1581
G012892	344	428	709	457	579	519	3654
G012893	537	624	1487	736	1061	1069	5719
G012894	381	489	358	263	524	416	603
G012895	100	14	28	0	39	70	794
G012896	548	440	809	635	682	697	2390.5
G012897	0	0	0	0	0	0	1129
G012898	0	0	0	0	0	0	1118
G012899	0	0	0	0	1	0	1261.5
G012900	0	0	0	0	0	0	3888
G012901	571	715	1234	699	856	737	1835
G012902	11698	12195	13148	11801	13409	17448	1950
G012903	1504	2140	2724	1844	2404	2623	905
G012904	0	0	10	0	0	0	3932
G012905	0	0	0	0	0	0	1061
G012906	1666	1794	2072	1810	2062	2734	789
G012907	28	8	4	21	16	19	4206
G012908	538	531	442	325	628	375	816
G012909	0	0	0	0	0	0	936
G012910	0	0	0	0	0	0	2175
G012911	621	712	1204	770	997	1122	1720
G012912	17	3	11	0	15	18	560
G012913	1865	2469	2085	1798	2082	3709	545
G012914	0	0	0	1	0	0	3053
G012915	0	17	0	0	2	5	1802
G012916	0	0	2	0	0	1	2311.5
G012917	11	0	0	0	0	0	2593.5
G012918	949	900	1265	1182	926	1348	1035.5
G012919	0	0	0	0	0	0	1042
G012920	0	0	3	0	0	0	1067
G012921	1706	2761	3141	2447	2105	3330	736
G012922	1096	1286	1277	1041	1196	1349	2116.5
G012923	321	289	333	243	436	353	1042
G012924	0	7	0	0	1	1	6963
G012925	0	0	0	0	0	9	2278
G012926	0	0	8	0	0	1	3298
G012927	6082	4941	5348	4410	7012	4978	3829
G012928	794	888	333	465	765	478	574.5
G012929	295	309	484	433	470	443	2740
G012930	592	469	1091	629	622	849	1600
G012931	20	18	34	10	4	86	942.5
G012932	587	737	678	562	506	751	1448
G012933	124	137	147	157	308	123	1714.5
G012934	668	446	913	930	594	937	1223
G012935	0	0	4	0	0	0	1611
G012936	1808	1643	3288	2391	3102	2349	6902.5
G012937	0	0	0	0	0	0	1242.5
G012938	334	226	282	126	259	296	2676
G012939	0	0	0	0	0	0	1926
G012940	19	82	42	34	77	59	574
G012941	0	0	0	0	0	0	1815
G012942	0	0	0	0	0	0	1683
G012943	55	46	86	19	82	43	3653.5
G012944	777	721	1278	780	1274	822	578.5
G012945	0	5	2	0	0	9	814.5
G012946	305	471	525	507	508	469	1151
G012947	333	359	216	198	419	397	822
G012948	311	396	491	403	688	428	3718.5
G012949	1070	1154	817	700	1040	944	711
G012950	0	0	2	0	0	0	818
G012951	835	1208	892	560	1176	878	592
G012952	0	0	7	0	0	0	3768
G012953	196	419	499	627	414	681	1911
G012954	919	1446	1201	642	966	1686	743
G012955	0	0	0	0	0	0	1278
G012956	18	0	0	0	12	9	1194
G012957	0	0	0	0	0	0	625
G012958	468	505	471	243	616	469	763.5
G012959	0	45	35	34	56	8	2585
G012960	8	7	2	24	0	0	1375
G012961	1	3	0	0	0	0	906
G012962	0	0	0	0	0	0	2942
G012963	14	41	0	0	0	0	2563
G012964	0	2	52	15	18	8	2045
G012965	432	433	636	495	577	614	6492
G012966	292	488	1069	625	403	844	583
G012967	2027	2005	3897	3416	2556	4730	750
G012968	5	2	0	0	1	0	1157
G012969	0	4	0	0	0	2	3925
G012970	0	0	0	0	0	0	8847
G012971	134	333	312	274	194	385	1426
G012972	0	0	0	2	4	0	1156
G012973	0	0	0	0	14	0	3244
G012974	247	147	178	106	200	192	2468
G012975	0	0	0	0	0	14	2534
G012976	0	20	0	0	16	0	3109
G012977	67	139	12	0	40	0	1422.5
G012978	312	156	392	279	257	223	1205.5
G012979	1650	1984	3305	2397	2182	2962	615
G012980	60	65	93	56	104	20	2105.5
G012981	0	0	10	0	16	0	793
G012982	446	547	478	201	697	263	1983
G012983	0	0	0	0	0	0	2342
G012984	5228	6402	8559	6289	6398	9105	592
G012985	1260	1601	1291	1240	1301	1335	680
G012986	14017	17653	9264	7260	8995	14504	418
G012987	1	0	0	28	0	0	1327.5
G012988	458	545	477	397	483	700	1809
G012989	4582	6471	2162	1294	8023	1922	554
G012990	5601	7136	4803	3768	5409	6430	786
G012991	0	0	0	0	0	3	3980
G012992	852	1059	1202	1215	1205	1587	1318
G012993	1600	1756	1800	1175	2064	1618	1431
G012994	24	0	7	0	0	3	1913
G012995	1	0	0	0	1	10	2677
G012996	1212	1113	1123	726	1458	953	2180.5
G012997	0	0	5	0	0	4	991
G012998	11	0	0	0	0	0	745
G012999	20	8	0	0	0	0	2973
G013000	373	485	704	703	783	370	3635.5
G013001	347	520	247	169	337	287	2989
G013002	0	0	0	0	0	0	3221
G013003	0	0	0	0	0	0	951
G013004	551	690	916	516	1256	648	2231.5
G013005	0	0	0	0	0	0	1029
G013006	30	33	102	50	101	43	951
G013007	56	140	82	112	39	69	1011.5
G013008	135	214	181	228	220	168	685
G013009	0	0	0	0	0	0	2445
G013010	0	0	8	3	0	0	1459
G013011	955	1345	1070	1071	918	1880	665
G013012	25	41	24	44	46	10	2014
G013013	48	68	32	33	59	43	1887
G013014	165	131	115	89	140	179	606
G013015	0	0	0	0	0	0	654
G013016	691	761	1381	815	1257	793	2543
G013017	0	0	0	0	0	0	1664
G013018	2	14	3	3	25	1	5098
G013019	24	0	0	0	0	0	1632
G013020	4	2	8	0	0	2	831
G013021	47	36	27	0	53	20	3698
G013022	141	98	213	62	198	118	2568.5
G013023	1995	1655	2597	2075	1935	2342	2209
G013024	0	0	5	0	12	0	2767.5
G013025	0	0	0	0	0	0	718
G013026	13	4	7	1	31	36	1796
G013027	0	0	12	0	0	1	1219.5
G013028	2496	1920	932	823	2911	923	586
G013029	2080	1882	3034	1872	2410	2337	1904
G013030	6500	7170	5294	4794	6790	4935	696.5
G013031	824	824	572	414	927	605	2170.5
G013032	1	0	1	0	0	0	663
G013033	466	472	497	356	453	398	2269
G013034	0	31	0	0	0	0	5815
G013035	106	205	121	146	75	213	1263.5
G013036	559	352	700	388	604	576	2711.5
G013037	447	659	752	480	705	628	2902
G013038	0	0	0	0	0	0	795
G013039	556	402	409	292	525	211	3329
G013040	62	21	1	0	81	13	1753
G013041	292	278	351	357	305	389	849
G013042	4215	6265	6881	4969	6694	6696	886.5
G013043	0	0	0	0	0	0	890.5
G013044	22	0	0	0	13	0	988
G013045	0	0	1	0	0	0	922.5
G013046	0	0	0	0	0	0	2733
G013047	0	0	0	0	0	0	930
G013048	0	0	0	0	0	0	930
G013049	0	0	0	0	0	4	930
G013050	0	0	0	0	0	0	1010
G013051	0	0	0	0	0	0	1179
G013052	0	0	11	55	7	3	1323
G013053	824	1163	525	533	1294	510	1962
G013054	112	172	403	407	265	224	911
G013055	247	421	418	206	332	436	1240.5
G013056	1117	1470	1365	951	1060	2044	703
G013057	363	378	1410	956	457	961	5804
G013058	0	0	0	0	0	0	972.5
G013059	259	241	749	641	274	998	1488
G013060	1	0	0	0	0	0	594
G013061	387	467	1143	791	561	1136	1794
G013062	0	0	0	0	0	0	930
G013063	1384	1425	596	460	1930	730	2344
G013064	0	0	0	0	0	9	1845
G013065	0	0	0	0	0	9	2102
G013066	386	558	651	498	465	925	1837
G013067	0	0	0	0	0	0	1312.5
G013068	0	0	0	0	0	0	1264
G013069	0	0	0	1	0	0	1180
G013070	1119	1705	2077	1881	1581	2339	1177.5
G013071	0	0	1	0	6	0	1000
G013072	271	306	523	205	203	548	962
G013073	0	0	15	0	1	0	1097
G013074	6	23	3	0	0	0	1015
G013075	1	1	5	0	55	0	826.5
G013076	1200	1221	1496	1090	1530	1531	970
G013077	322	376	76	64	438	24	777
G013078	1127	1122	1784	1266	1161	1588	1069
G013079	17514	18735	11440	11335	18120	12644	1708.5
G013080	292	269	179	286	269	191	965.5
G013081	0	0	1	0	0	0	1042
G013082	302	233	896	569	658	415	6839
G013083	0	4	5	0	32	0	645
G013084	934	1312	978	1203	772	1942	1041
G013085	1582	1734	1426	996	1522	1316	2763.5
G013086	52	21	48	13	146	18	2038.5
G013087	0	0	0	0	0	0	1051
G013088	0	0	0	0	0	0	1248.5
G013089	1527	1950	390	485	1504	467	1811.5
G013090	766	964	1112	968	904	1421	705
G013091	247	368	335	205	229	473	739.5
G013092	780	1052	1376	1376	1116	1317	1596
G013093	13	24	9	0	24	19	3073
G013094	0	0	5	0	0	0	792
G013095	24	0	0	0	23	2	3213
G013096	175	214	314	452	235	175	3996
G013097	0	0	0	10	1	10	2505
G013098	3844	3391	2450	1835	2980	2857	1285
G013099	0	16	0	0	8	9	1824
G013100	0	0	0	1	0	0	1054
G013101	804	677	371	441	630	553	876.5
G013102	10	0	0	0	0	1	2043
G013103	604	588	390	342	796	398	865
G013104	0	0	0	0	0	0	945
G013105	1738	1218	1285	961	2051	914	1731
G013106	6525	7746	11819	8792	10671	7231	2433.5
G013107	0	0	0	0	0	0	1002
G013108	0	0	0	27	0	12	1598.5
G013109	1451	1864	328	264	1788	328	2597
G013110	1028	962	367	232	1690	189	6779
G013111	14	0	4	0	12	13	2578
G013112	913	927	910	797	1107	971	1513
G013113	0	0	5	0	0	0	997.5
G013114	27	13	12	7	27	17	1601.5
G013115	2058	2737	1288	1329	2231	1841	699.5
G013116	1383	1636	2069	1941	1695	1884	1673.5
G013117	9	5	94	12	5	49	693
G013118	8	0	0	0	0	0	985
G013119	603	556	448	418	542	486	1285
G013120	0	0	5	0	0	0	1026
G013121	0	0	0	0	0	0	812.5
G013122	0	0	0	0	0	1	1940
G013123	0	0	0	0	0	0	978.5
G013124	136	192	233	306	158	316	1164
G013125	2647	3362	3705	2744	5056	3012	3781
G013126	93	178	245	182	332	172	1072.5
G013127	0	18	6	21	24	13	2235.5
G013128	1	0	0	0	0	0	1911
G013129	0	0	0	0	0	7	1449.5
G013130	0	0	0	0	0	0	1023
G013131	489	526	1380	729	830	904	1486
G013132	693	821	60	22	792	117	716
G013133	1471	1801	1828	1627	1181	2049	982
G013134	0	0	2	0	0	4	2968
G013135	0	0	0	0	0	0	1132
G013136	146	239	280	298	159	276	759
G013137	3684	3364	3730	3348	3334	4283	968
G013138	2625	2401	6171	5027	3646	3713	8213
G013139	0	0	2	0	0	2	967
G013140	0	0	0	13	0	0	1151
G013141	0	0	3	0	0	0	610
G013142	0	0	0	0	0	0	1428.5
G013143	4595	4737	6415	4098	9079	4699	2969
G013144	167	93	81	0	195	39	4375
G013145	143	128	525	452	186	397	4823
G013146	1257	1511	1026	850	941	1526	1018.5
G013147	1013	990	1057	813	654	1658	520.5
G013148	675	874	630	584	803	800	1478
G013149	18	5	8	37	10	0	793
G013150	188	270	445	281	170	313	924
G013151	13	4	7	28	0	3	666
G013152	0	0	2	0	0	0	1090
G013153	0	0	0	0	3	0	2428
G013154	4	0	0	0	0	0	2291
G013155	2103	2542	3848	3224	3157	5314	2016
G013156	14	7	63	66	105	13	4417
G013157	362	374	159	58	324	282	583
G013158	421	865	1368	1274	1038	706	2944
G013159	11	17	0	22	2	15	2001.5
G013160	0	0	0	0	0	0	3866
G013161	0	0	0	0	0	0	1041
G013162	11	64	196	98	24	119	1792
G013163	0	0	0	0	0	0	2296
G013164	0	0	0	0	0	10	685
G013165	0	0	0	0	0	0	481
G013166	2531	2631	2244	2226	2723	1765	957
G013167	321	329	374	164	386	235	1623
G013168	298	414	408	479	458	298	2990
G013169	712	687	946	683	893	1237	832.5
G013170	1	18	0	2	53	10	2690
