Gene_id	A1	A2	B1	B2	A3	B3	length
G001088	1290	1298	1514	722	2981	1073	593
G001089	0	0	0	0	22	0	2689
G001090	0	0	0	0	0	0	366
G001091	899	541	1304	967	967	958	5221
G001092	1159	682	2452	1959	1592	2124	3331.5
G001093	613	580	678	694	766	755	639
G001094	5416	7394	7352	5535	6642	8663	764
G001095	107	82	133	138	217	96	6710
G001096	65	69	86	49	217	108	6705
G001097	0	0	0	0	0	0	2094
G001098	0	1	0	0	0	0	1662
G001099	8549	10427	8743	5415	13429	7638	9640
G001100	166	161	166	160	134	268	1262
G001101	396	277	657	697	485	430	4307
G001102	1147	1227	1685	918	1974	1711	765
G001103	89	157	309	224	252	138	3174.5
G001104	0	1	2	7	0	1	501
G001105	393	266	83	101	341	116	2511
G001106	2103	1727	2477	1871	2433	2033	4361
G001107	1073	1224	1483	1777	1109	1464	1346.5
G001108	563	606	705	313	555	489	3717
G001109	289	463	702	385	513	557	3020
G001110	1273	1461	1303	810	1413	1609	1893
G001111	1059	1629	644	638	1319	731	675
G001112	19	16	104	78	12	103	2430.5
G001113	1125	1019	1203	960	1237	1267	1749
G001114	0	0	0	0	20	0	2805
G001115	1450	863	923	753	1351	890	1672
G001116	1246	972	2717	2252	1347	1786	576
G001117	610	541	702	625	435	837	1588
G001118	626	940	774	399	771	724	651
G001119	0	0	0	0	0	0	2832
G001120	816	693	653	606	925	637	2105
G001121	0	0	0	0	0	2	2114
G001122	24054	28145	30263	24300	33964	33165	685
G001123	291	229	484	270	298	284	2794.5
G001124	1485	1533	1452	1259	1312	1752	1325
G001125	632	961	1341	809	1150	1117	1659
G001126	223	150	298	220	454	205	1571
G001127	1271	1586	1617	1523	1311	1722	828
G001128	0	0	5	0	0	0	1493
G001129	1841	1712	4865	4027	2359	4161	4555.5
G001130	3298	4859	4634	3559	4434	6018	1279
G001131	352	284	653	362	340	473	2969
G001132	0	0	0	0	5	0	1802
G001133	13	0	3	0	0	4	4898.5
G001134	376	499	1042	744	595	954	581.5
G001135	718	617	1397	664	1069	1165	1430
G001136	9	0	0	0	0	0	3732
G001137	2755	2773	2642	2495	3126	2559	1292.5
G001138	5044	4626	4265	2893	7676	3642	3507
G001139	408	608	652	397	723	537	918
G001140	14566	21625	11414	9696	13050	16261	781
G001141	7438	7658	9478	8860	8414	10174	717
G001142	1532	1978	2410	2254	2994	2214	1758.5
G001143	265	254	287	325	308	213	1934
G001144	270	169	304	167	326	202	999
G001145	355	679	892	490	652	714	1582.5
G001146	146	154	130	150	191	120	911
G001147	0	0	0	0	0	0	1060
G001148	1212	1391	1648	1560	1023	2501	738
G001149	838	1010	2121	1221	1568	1686	604
G001150	2465	2713	5429	4439	2678	5360	653.5
G001151	5236	5693	4032	3920	5537	4473	818
G001152	1728	1742	1978	1861	1870	1961	4074
G001153	2550	2985	5110	4143	3649	5025	1804
G001154	3583	3615	4170	3516	4284	5045	2229.5
G001155	1409	1390	1909	1915	1217	2259	2452
G001156	0	0	0	0	0	0	264
G001157	1452	1694	2720	1297	2938	2413	1403
G001158	2339	2792	2381	2366	2178	3127	763
G001159	866	979	740	811	892	822	1041
G001160	1289	1298	2259	2007	1852	1268	636.5
G001161	19	63	8	80	153	19	4802
G001162	860	1296	991	453	1386	687	763
G001163	2040	2233	677	327	3350	542	1963
G001164	2532	3324	3243	2348	2644	4027	1098
G001165	2826	3286	4129	2871	4521	2990	979.5
G001166	1235	1392	2350	2053	1267	2453	888
G001167	2234	2204	1534	1383	2642	1379	1998
G001168	1149	1073	1396	1192	1183	1225	7826.5
G001169	0	0	0	0	0	0	684
G001170	3185	3291	5702	4412	4410	3889	828
G001171	785	680	1252	1082	761	924	3981.5
G001172	0	0	0	0	0	0	1559.5
G001173	372	336	545	266	472	465	2862.5
G001174	445	338	462	362	353	493	679
G001175	0	0	32	29	3	4	1874.5
G001176	0	6	1	0	4	0	2684
G001177	22	46	29	20	73	29	1085.5
G001178	32	0	30	1	45	22	676.5
G001179	979	1281	1298	810	1132	1389	3627
G001180	15989	17181	20887	13822	28893	15747	569
G001181	766	611	1136	1184	877	987	909
G001182	0	0	0	0	0	0	5839
G001183	1404	1685	4077	2647	3397	2428	897
G001184	291	566	650	425	565	498	1194
G001185	956	1267	1071	741	1873	625	1163
G001186	1668	1476	1160	809	2291	905	518
G001187	0	0	0	0	0	0	3171.5
G001188	3464	3126	8113	6165	5861	6445	868
G001189	2713	3292	2515	1948	2544	3495	823
G001190	440	396	1399	1061	765	1202	2766.5
G001191	575	956	3331	2657	1168	3367	2084
G001192	514	558	719	725	661	638	1182.5
G001193	0	0	0	0	0	0	590
G001194	654	845	490	321	1085	570	866
G001195	21	57	46	43	25	61	2107.5
G001196	137	157	896	806	292	535	3870
G001197	437	511	465	440	535	615	867
G001198	1526	1376	1417	1054	1442	1402	2226
G001199	991	1047	1555	1300	1439	1236	552
G001200	1405	1222	2070	1704	2153	1808	758
G001201	0	10	7	0	0	0	2512
G001202	27	18	44	0	21	11	2795
G001203	278	166	413	249	241	198	1274
G001204	1324	1673	1064	770	1350	1318	4209
G001205	0	0	16	0	8	16	676
G001206	402	593	1389	855	619	1169	3191.5
G001207	0	0	7	0	0	0	2686
G001208	312	214	95	93	385	59	1623
